,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
0,1898373,"Бундеслига, понижение/повышение - финал, 05.06.2023 21:45",05.06.2023 21:45,Гамбург,1,Штутгарт,3,+12°C,переменная облачность,2.96,3.9,2.19,2.53,1.47,10,10,(95) 4.0,4.0 (95),50%   5,4   40%,20%   2,4   40%,30%   3,2   20%,24,21,18,15,2.40,2.10,1.80,1.50,10%   1,1   10%,70%   7,9   90%,80%   8,7   70%,20%   2,3   30%,11.60,13.10,12.80,10.20,4.40,5.10,5.00,4.30,55.50,51.90,44.50,47.90,4.50,5.10,4.20,5.00,12.70,11.60,10.60,13.30,1.80,1.60,2.20,1.00,3.00,2.50,2.10,2.90,0.30,0.20,0.10,0.10
1,1898372,"Бундеслига, понижение/повышение - финал, 01.06.2023 21:45",01.06.2023 21:45,Штутгарт,3,Гамбург,0,+12°C,небольшой дождь,1.63,4.2,5.05,2.13,1.65,10,10,(124) 5.2,4.2 (100),40%   4,5   50%,40%   4,2   20%,20%   2,3   30%,19,25,15,17,1.90,2.50,1.50,1.70,10%   1,1   10%,90%   9,8   80%,60%   6,8   80%,40%   4,2   20%,13.20,12.11,9.20,12.44,5.10,4.67,3.50,4.56,53.10,56.00,46.90,44.00,4.90,4.67,4.50,3.89,11.30,13.11,13.10,10.56,1.30,1.89,0.80,2.11,2.70,3.11,3.10,2.22,0.20,0.22,0.10,0.11
2,1737122,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Боруссия Дортмунд,2,Майнц,2,+13°C,пасмурно,1.25,8.2,12.5,3.96,1.19,10,10,(141) 5.9,6.0 (143),60%   6,2   20%,20%   2,4   40%,20%   2,4   40%,32,14,14,19,3.20,1.40,1.40,1.90,30%   3,1   10%,60%   6,7   70%,80%   8,7   70%,20%   2,3   30%,16.80,10.60,11.20,11.40,7.10,4.70,5.00,4.90,57.50,45.40,42.50,54.60,6.30,4.00,4.50,4.40,9.20,14.30,11.20,10.20,0.60,2.00,2.50,1.40,2.10,2.40,2.00,2.00,0,0,0.20,0
3,1737123,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,РБ Лейпциг,4,Шальке,2,+13°C,небольшой дождь,1.52,4.95,5.25,3.38,1.28,10,10,(164) 6.8,7.0 (167),80%   8,3   30%,0,3   30%,20%   2,4   40%,18,15,10,25,1.80,1.50,1.00,2.50,40%   4,0,40%   4,6   60%,50%   5,8   80%,50%   5,2   20%,16.60,12.50,9.60,14.70,6.30,5.20,3.00,6.40,56.40,48.50,43.60,51.50,4.60,6.40,3.00,6.00,11.10,12.50,12.70,12.90,2.80,1.70,1.30,2.00,2.50,2.20,2.90,2.40,0.20,0,0,0.10
4,1737124,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Унион Берлин,1,Вердер,0,+12°C,небольшой дождь,1.48,4.65,6.25,2.38,1.63,10,10,(167) 7.0,7.0 (167),40%   4,1   10%,20%   2,3   30%,40%   4,6   60%,14,16,12,20,1.40,1.60,1.20,2.00,40%   4,0,40%   4,10   100%,40%   4,9   90%,60%   6,1   10%,11.90,10.50,12.30,14.30,3.10,3.80,5.10,5.90,44.20,45.50,55.80,54.50,3.80,2.90,5.00,6.00,13.20,14.30,10.70,11.20,2.40,2.00,0.60,2.40,2.10,2.90,2.00,2.10,0.10,0,0,0
5,1737125,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Кёльн,1,Бавария,2,+12°C,небольшой дождь,5.9,5.2,1.45,3.28,1.3,10,10,(167) 7.0,6.8 (164),40%   4,4   40%,30%   3,2   20%,30%   3,4   40%,16,16,15,14,1.60,1.60,1.50,1.40,10%   1,3   30%,70%   7,6   60%,50%   5,6   60%,50%   5,4   40%,14.22,17.90,10.67,9.90,6.33,6.10,3.89,3.30,51.44,63.20,48.56,36.80,6.44,8.50,3.89,2.60,12.00,9.50,9.44,11.00,1.67,2.10,1.56,1.10,2.56,1.90,2.56,1.80,0,0,0,0
6,1737126,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Боруссия М,2,Аугсбург,0,+12°C,небольшой дождь,1.92,3.98,3.58,2.81,1.39,10,10,(139) 5.8,5.9 (141),20%   2,2   20%,40%   4,4   40%,40%   4,4   40%,12,15,16,19,1.20,1.50,1.60,1.90,30%   3,1   10%,50%   5,8   80%,50%   5,6   60%,50%   5,4   40%,11.60,10.10,14.90,13.60,5.10,3.10,5.50,5.20,49.70,43.78,50.30,56.22,4.20,5.00,6.70,4.60,10.10,11.90,12.40,10.60,1.80,1.78,1.70,2.78,1.80,2.60,1.50,2.60,0.10,0.20,0.10,0
7,1737127,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Айнтрахт Франкфурт,2,Фрайбург,1,+13°C,пасмурно,1.97,3.94,3.45,2.4,1.52,10,10,(167) 7.0,7.8 (186),30%   3,5   50%,40%   4,1   10%,30%   3,4   40%,15,15,17,14,1.50,1.50,1.70,1.40,20%   2,3   30%,70%   7,5   50%,60%   6,5   50%,40%   4,5   50%,12.10,12.30,10.20,13.70,4.10,5.40,4.40,5.00,53.90,47.00,46.10,53.00,6.80,3.60,3.70,4.70,11.90,10.90,11.70,13.80,1.20,1.80,1.90,1.60,2.70,1.60,2.30,2.50,0,0.10,0.20,0.10
8,1737128,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Вольфсбург,1,Герта,2,+14°C,солнечно,1.22,7.1,11.0,3.55,1.26,10,10,(186) 7.8,7.0 (167),40%   4,2   20%,30%   3,2   20%,30%   3,6   60%,14,16,15,24,1.40,1.60,1.50,2.40,30%   3,0,40%   4,8   80%,50%   5,6   60%,50%   5,4   40%,11.90,9.78,13.30,17.78,3.80,3.33,4.30,7.33,51.10,42.22,48.90,57.78,4.40,5.22,6.10,7.22,11.00,11.33,12.70,11.00,1.30,1.22,3.00,1.89,1.50,2.78,2.10,1.56,0,0,0.10,0.11
9,1737129,"Бундеслига, 34-й тур, регулярный сезон, 27.05.2023 16:30",27.05.2023 16:30,Бохум,3,Байер,0,+12°C,небольшой дождь,4.3,4.35,1.7,2.81,1.39,10,10,(167) 7.0,5.8 (139),30%   3,2   20%,40%   4,6   60%,30%   3,2   20%,13,11,16,8,1.30,1.10,1.60,0.80,20%   2,4   40%,70%   7,5   50%,30%   3,3   30%,70%   7,7   70%,12.90,12.60,16.10,10.30,4.70,4.10,5.70,3.30,46.40,52.60,53.60,47.40,4.80,4.30,8.20,4.00,11.60,11.80,9.60,11.00,1.30,1.70,1.40,1.20,1.90,2.70,2.30,2.90,0,0.10,0.10,0.10
