,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
0,1899998,"Серия А, дополнительный матч, 11.06.2023 21:45",11.06.2023 21:45,Специя,1,Верона,3,+27°C,переменная облачность,2.79,2.81,2.97,1.4,3.12,10,10,(166) 6.9,6.9 (166),10%   1,3   30%,30%   3,3   30%,60%   6,4   40%,7,9,18,17,0.70,0.90,1.80,1.70,20%   2,2   20%,40%   4,6   60%,40%   4,5   50%,60%   6,5   50%,11.20,9.80,12.60,14.50,3.50,3.20,4.10,5.10,48.30,35.10,51.70,64.90,5.20,2.90,5.70,5.00,14.00,12.30,11.40,10.90,1.10,1.50,1.20,1.50,3.10,2.80,1.40,1.50,0.20,0,0,0.10
1,1747760,"Серия А, 38-й тур, регулярный сезон, 04.06.2023 22:00",04.06.2023 22:00,Аталанта,5,Монца,2,+18°C,небольшой дождь,1.51,4.65,5.75,2.48,1.49,10,10,(191) 8.0,7.2 (173),50%   5,5   50%,10%   1,3   30%,40%   4,2   20%,17,14,15,10,1.70,1.40,1.50,1.00,0,3   30%,70%   7,5   50%,60%   6,3   30%,40%   4,7   70%,12.50,10.00,12.30,13.90,3.80,4.10,4.80,4.90,48.90,54.10,51.10,45.90,5.40,3.80,3.50,4.60,12.70,13.30,9.70,13.20,1.80,1.10,1.40,0.80,1.70,2.70,1.80,2.10,0,0,0,0.20
2,1747763,"Серия А, 38-й тур, регулярный сезон, 04.06.2023 22:00",04.06.2023 22:00,Лечче,2,Болонья,3,+31°C,переменная облачность,2.77,3.45,2.5,1.89,1.97,10,10,(173) 7.2,7.2 (173),20%   2,3   30%,30%   3,5   50%,50%   5,2   20%,7,17,11,11,0.70,1.70,1.10,1.10,30%   3,3   30%,40%   4,7   70%,30%   3,5   50%,70%   7,5   50%,12.70,14.20,11.30,12.20,3.40,4.90,3.40,4.30,38.50,59.40,61.50,40.60,4.80,3.50,4.10,4.60,14.30,12.90,11.10,10.80,2.00,2.40,0.90,1.00,2.30,1.80,2.60,2.10,0,0.10,0,0
3,1747764,"Серия А, 38-й тур, регулярный сезон, 04.06.2023 22:00",04.06.2023 22:00,Милан,3,Верона,1,+19°C,в отдельных районах умеренный или сильный дождь с грозой,1.74,4.15,5.35,1.97,2.02,10,10,(167) 7.0,7.3 (175),40%   4,3   30%,30%   3,3   30%,30%   3,4   40%,13,8,9,15,1.30,0.80,0.90,1.50,30%   3,2   20%,40%   4,5   50%,10%   1,4   40%,90%   9,6   60%,11.40,10.10,12.60,14.10,3.50,3.40,3.00,4.80,58.20,37.50,41.80,62.50,5.20,3.30,4.30,4.60,11.20,12.70,12.10,11.80,1.50,1.40,1.00,1.40,1.70,2.60,2.00,1.50,0,0,0.10,0.10
4,1747766,"Серия А, 38-й тур, регулярный сезон, 04.06.2023 22:00",04.06.2023 22:00,Рома,2,Специя,1,+27°C,переменная облачность,1.75,3.74,4.75,1.82,2.06,10,10,(94) 3.9,8.2 (197),10%   1,1   10%,50%   5,4   40%,40%   4,5   50%,8,7,12,17,0.80,0.70,1.20,1.70,30%   3,2   20%,60%   6,4   40%,30%   3,3   30%,70%   7,7   70%,11.50,11.80,12.20,11.90,3.10,3.60,3.40,3.80,43.10,50.30,56.90,49.70,4.30,5.90,4.50,5.60,12.10,13.50,13.60,11.20,0.90,1.10,0.40,1.30,3.10,2.30,3.60,1.30,0.10,0.10,0,0
5,1747769,"Серия А, 38-й тур, регулярный сезон, 04.06.2023 22:00",04.06.2023 22:00,Удинезе,0,Ювентус,1,+21°C,в отдельных районах местами небольшой дождь с грозой,5.0,4.15,1.64,2.22,1.71,10,10,(197) 8.2,7.0 (167),20%   2,3   30%,20%   2,2   20%,60%   6,5   50%,10,10,16,12,1.00,1.00,1.60,1.20,20%   2,2   20%,30%   3,5   50%,50%   5,3   30%,50%   5,7   70%,11.30,13.70,12.30,15.10,4.00,4.50,3.80,5.00,48.30,51.10,51.70,48.90,3.50,5.20,4.70,5.70,14.00,13.70,14.90,13.10,0.90,1.40,1.70,1.60,2.20,2.20,2.10,1.90,0.20,0,0.10,0.10
6,1747765,"Серия А, 38-й тур, регулярный сезон, 04.06.2023 19:30",04.06.2023 19:30,Наполи,2,Сампдория,0,+27°C,небольшой дождь,1.08,12.25,25.0,4.25,1.19,10,10,(170) 7.1,8.8 (212),30%   3,0,50%   5,4   40%,20%   2,6   60%,10,8,9,25,1.00,0.80,0.90,2.50,30%   3,0,50%   5,6   60%,20%   2,5   50%,80%   8,5   50%,15.80,9.80,9.10,19.90,5.50,3.00,3.20,7.40,61.60,45.80,38.40,54.20,7.00,3.90,2.50,6.70,12.00,12.20,14.20,12.60,0.80,1.10,1.60,2.00,1.70,2.40,2.10,2.10,0.10,0.10,0.10,0
7,1747761,"Серия А, 38-й тур, регулярный сезон, 03.06.2023 22:00",03.06.2023 22:00,Кремонезе,2,Салернитана,0,+22°C,в отдельных районах умеренный или сильный дождь с грозой,2.69,3.42,2.59,2.15,1.75,10,10,(146) 6.1,7.2 (173),30%   3,3   30%,30%   3,6   60%,40%   4,1   10%,11,17,17,13,1.10,1.70,1.70,1.30,30%   3,2   20%,50%   5,8   80%,40%   4,5   50%,60%   6,5   50%,9.90,9.50,16.30,15.80,3.30,2.80,6.30,4.80,39.80,44.20,60.20,55.80,2.90,3.30,7.40,6.00,10.20,13.30,13.10,13.80,1.70,1.60,1.80,0.90,1.50,2.10,1.40,1.90,0.20,0,0.10,0.10
8,1747762,"Серия А, 38-й тур, регулярный сезон, 03.06.2023 22:00",03.06.2023 22:00,Эмполи,0,Лацио,2,+28°C,переменная облачность,4.05,3.82,1.85,2.29,1.67,10,10,(151) 6.3,6.1 (146),40%   4,6   60%,30%   3,1   10%,30%   3,3   30%,13,16,11,11,1.30,1.60,1.10,1.10,20%   2,4   40%,60%   6,4   40%,50%   5,5   50%,50%   5,5   50%,11.60,11.60,14.70,11.90,3.40,4.80,3.30,3.70,46.80,51.50,53.20,48.50,3.90,3.70,5.00,3.90,11.20,10.90,14.50,12.50,1.70,1.40,2.00,0.90,1.80,2.60,1.80,3.60,0,0,0.10,0.10
9,1747768,"Серия А, 38-й тур, регулярный сезон, 03.06.2023 19:30",03.06.2023 19:30,Торино,0,Интер,1,+12°C,сильный дождь,2.48,3.54,2.74,2.01,1.86,10,10,(170) 7.1,6.8 (164),40%   4,9   90%,40%   4,0,20%   2,1   10%,13,25,7,9,1.30,2.50,0.70,0.90,40%   4,5   50%,50%   5,5   50%,20%   2,6   60%,80%   8,4   40%,11.20,14.70,9.50,12.40,4.00,5.60,3.00,3.80,56.00,49.40,44.00,50.60,4.40,4.00,3.50,4.90,11.80,12.40,11.00,11.70,1.80,2.00,1.30,0.90,1.80,1.30,1.60,2.00,0,0.10,0,0
10,1747767,"Серия А, 38-й тур, регулярный сезон, 02.06.2023 21:30",02.06.2023 21:30,Сассуоло,1,Фиорентина,3,+27°C,переменная облачность,2.49,3.64,2.67,2.45,1.5,10,10,(166) 6.9,6.0 (145),20%   2,4   40%,30%   3,3   30%,50%   5,3   30%,11,18,18,11,1.10,1.80,1.80,1.10,10%   1,3   30%,70%   7,6   60%,60%   6,6   60%,40%   4,4   40%,13.40,16.50,12.90,7.20,4.00,4.60,3.30,2.80,50.30,55.10,49.70,44.90,6.10,7.50,5.00,2.50,11.60,14.20,11.70,12.70,1.50,1.40,3.40,2.20,2.20,2.70,1.90,1.90,0.20,0.10,0,0.10
11,1747754,"Серия А, 37-й тур, регулярный сезон, 28.05.2023 21:45",28.05.2023 21:45,Ювентус,0,Милан,1,+12°C,сильный дождь,2.54,3.42,3.16,1.84,2.18,10,10,(143) 6.0,8.0 (191),30%   3,3   30%,30%   3,4   40%,40%   4,3   30%,11,13,12,10,1.10,1.30,1.20,1.00,20%   2,2   20%,60%   6,5   50%,30%   3,1   10%,70%   7,9   90%,12.90,12.40,15.50,11.60,4.30,3.70,4.90,2.90,50.70,57.90,49.30,42.10,5.20,5.30,5.70,4.10,13.50,11.90,13.00,12.10,1.70,1.60,1.60,1.10,2.30,1.90,1.90,2.20,0,0,0.10,0.10
12,1747755,"Серия А, 37-й тур, регулярный сезон, 28.05.2023 19:00",28.05.2023 19:00,Лацио,3,Кремонезе,2,+27°C,переменная облачность,1.22,6.6,12.5,2.53,1.47,10,10,(164) 6.8,8.1 (194),60%   6,3   30%,10%   1,3   30%,30%   3,4   40%,14,9,9,16,1.40,0.90,0.90,1.60,50%   5,3   30%,30%   3,4   40%,40%   4,3   30%,60%   6,7   70%,11.60,9.50,11.60,17.50,4.50,3.10,3.50,6.60,52.60,39.50,47.40,60.50,3.80,2.70,3.80,7.40,11.20,10.40,13.00,12.90,1.10,1.70,1.00,1.50,2.80,1.30,3.80,1.30,0.10,0.30,0.30,0.10
13,1747750,"Серия А, 37-й тур, регулярный сезон, 28.05.2023 16:00",28.05.2023 16:00,Болонья,2,Наполи,2,+30°C,переменная облачность,3.65,3.58,2.01,2.04,1.83,10,10,(191) 8.0,6.8 (164),30%   3,4   40%,50%   5,4   40%,20%   2,2   20%,17,10,11,8,1.70,1.00,1.10,0.80,30%   3,3   30%,70%   7,5   50%,50%   5,2   20%,50%   5,8   80%,13.40,15.60,12.50,8.40,4.50,5.00,3.90,2.90,59.90,63.80,40.10,36.20,3.50,7.00,4.70,2.60,12.80,11.90,10.60,13.70,2.20,0.70,0.90,1.50,1.80,1.50,1.80,2.20,0.10,0.10,0,0.10
14,1747756,"Серия А, 37-й тур, регулярный сезон, 28.05.2023 16:00",28.05.2023 16:00,Монца,0,Лечче,1,+22°C,переменная облачность,2.05,3.44,3.68,1.73,2.18,10,10,(209) 8.7,7.0 (169),50%   5,1   10%,40%   4,3   30%,10%   1,6   60%,15,6,10,12,1.50,0.60,1.00,1.20,30%   3,2   20%,60%   6,4   40%,30%   3,3   30%,70%   7,7   70%,11.00,12.60,13.80,12.60,4.70,3.50,5.00,3.60,53.30,40.00,46.70,60.00,4.50,4.80,4.70,4.10,13.40,14.40,12.40,11.40,1.40,2.10,0.90,1.10,2.80,2.30,2.30,2.50,0,0,0.20,0
