,Unnamed: 0,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
308,308,14898402,"Бундеслига, стыковые матчи, 06.07.2020 21:30",06.07.2020 21:30,Хайденхайм,2,Вердер,2,+20°C,переменная облачность,3.62,3.48,2.17,1.72,2.25,10,10,(95) 4.0,4.0 (95),40%   4,4   40%,30%   3,2   20%,30%   3,4   40%,11,14,10,10,1.1,1.4,1.0,1.0,50%   5,4   40%,30%   3,3   30%,60%   6,4   40%,40%   4,6   60%,12.2,11.2,11.4,13.0,4.0,4.3,3.0,4.7,47.8,49.9,48.8,50.1,4.5,5.0,4.5,6.6,13.9,14.6,12.6,14.8,1.8,2.10,1.3,1.90,2.0,2.3,2.6,2.4,0.0,0.2,0.0,0.1
309,309,14898401,"Бундеслига, стыковые матчи, 02.07.2020 21:30",02.07.2020 21:30,Вердер,0,Хайденхайм,0,+18°C,переменная облачность,1.58,4.2,6.5,1.97,1.93,10,10,(124) 5.2,4.2 (100),40%   4,5   50%,10%   1,2   20%,50%   5,3   30%,15,14,14,11,1.5,1.4,1.4,1.1,30%   3,4   40%,40%   4,4   40%,50%   5,7   70%,50%   5,3   30%,10.7,13.0,13.3,11.9,4.3,4.7,5.3,3.4,47.1,48.3,52.9,51.7,4.7,4.3,6.8,4.4,15.4,13.3,14.7,12.4,1.8,1.70,1.8,1.30,2.3,1.9,2.3,2.5,0.1,0.0,0.1,0.1
310,310,14898392,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Боруссия Дортмунд,0,Хоффенхайм,4,+16°C,солнечно,1.92,4.4,3.9,3.38,1.33,10,10,(167) 7.0,7.0 (167),70%   7,4   40%,0,3   30%,30%   3,3   30%,18,15,7,17,1.8,1.5,0.7,1.7,50%   5,2   20%,20%   2,5   50%,30%   3,6   60%,70%   7,4   40%,10.8,11.5,8.8,14.6,4.6,5.0,3.3,5.1,57.0,47.3,43.0,52.7,4.0,4.8,2.8,5.6,10.4,11.7,10.1,12.6,1.3,1.60,1.7,1.80,2.8,1.9,2.9,2.2,0.1,0.2,0.1,0.1
311,311,14898393,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Байер,1,Майнц,0,+20°C,солнечно,1.42,5.9,7.8,3.52,1.31,10,10,(167) 7.0,7.0 (167),60%   6,4   40%,10%   1,3   30%,30%   3,3   30%,21,13,15,12,2.1,1.3,1.5,1.2,20%   2,3   30%,70%   7,4   40%,70%   7,3   30%,30%   3,7   70%,12.7,10.9,10.4,13.2,5.1,4.4,4.1,4.6,62.0,47.5,38.0,52.5,6.8,5.6,4.0,6.5,12.2,13.3,12.9,14.7,2.0,2.00,2.1,1.10,2.1,2.4,2.2,3.3,0.0,0.1,0.0,0.1
312,312,14898394,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Боруссия М,2,Герта,1,+21°C,солнечно,1.44,5.45,8.0,2.64,1.46,10,10,(167) 7.0,7.0 (167),50%   5,4   40%,10%   1,3   30%,40%   4,3   30%,18,20,12,14,1.8,2.0,1.2,1.4,20%   2,4   40%,70%   7,5   50%,80%   8,7   70%,20%   2,3   30%,13.8,11.2,12.4,12.0,5.6,4.9,4.8,4.1,51.2,48.1,48.8,51.9,4.6,4.2,3.7,4.9,12.5,14.7,13.9,8.6,3.0,2.70,1.1,2.00,1.9,2.6,2.8,1.7,0.1,0.1,0.1,0.1
313,313,14898395,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Вольфсбург,0,Бавария,4,+19°C,переменная облачность,5.35,5.1,1.62,3.68,1.29,10,10,(167) 7.0,7.0 (167),40%   4,10   100%,20%   2,0,40%   4,0,15,27,14,7,1.5,2.7,1.4,0.7,20%   2,5   50%,60%   6,5   50%,70%   7,6   60%,30%   3,4   40%,14.9,15.9,8.8,8.6,4.7,6.6,3.5,2.9,48.1,59.9,51.9,40.1,3.7,6.5,4.2,2.8,14.6,10.3,11.9,9.7,1.5,2.50,1.3,2.50,2.9,1.1,2.3,1.6,0.1,0.1,0.1,0.0
314,314,14898396,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Айнтрахт Франкфурт,3,Падерборн 07,2,+18°C,солнечно,1.3,6.9,11.25,3.7,1.26,10,10,(167) 7.0,7.0 (167),40%   4,0,20%   2,4   40%,40%   4,6   60%,19,6,19,21,1.9,0.6,1.9,2.1,10%   1,2   20%,80%   8,6   60%,80%   8,4   40%,20%   2,6   60%,12.7,11.6,12.1,13.1,4.7,2.8,5.3,5.7,51.6,49.7,48.4,50.3,5.4,5.1,3.8,5.3,13.2,13.0,12.2,11.7,0.8,1.20,4.0,2.20,2.8,2.8,2.0,1.8,0.1,0.1,0.2,0.1
315,315,14898397,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Вердер,6,Кёльн,1,+18°C,переменная облачность,1.63,4.85,5.45,2.94,1.38,10,10,(167) 7.0,7.0 (167),30%   3,1   10%,20%   2,4   40%,50%   5,5   50%,11,14,15,21,1.1,1.4,1.5,2.1,30%   3,0,40%   4,10   100%,50%   5,8   80%,50%   5,2   20%,9.5,11.4,14.2,11.9,3.7,4.3,5.8,4.9,46.7,49.9,53.3,50.1,4.1,5.1,6.6,5.8,14.1,15.0,14.9,12.3,2.0,1.80,1.9,1.30,2.5,2.2,2.4,1.8,0.1,0.1,0.1,0.1
316,316,14898398,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Фрайбург,4,Шальке,0,+26°C,солнечно,2.18,3.84,3.55,2.36,1.73,10,10,(167) 7.0,7.0 (167),30%   3,0,30%   3,3   30%,40%   4,7   70%,13,6,14,20,1.3,0.6,1.4,2.0,10%   1,0,60%   6,6   60%,50%   5,5   50%,50%   5,5   50%,11.1,8.4,16.9,10.9,4.4,2.7,6.0,4.5,46.2,43.6,53.8,56.4,4.5,2.6,6.2,6.7,8.9,13.0,13.8,11.3,2.1,2.00,0.8,1.90,0.9,2.6,1.5,2.1,0.0,0.1,0.3,0.0
317,317,14898399,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Аугсбург,1,РБ Лейпциг,2,+20°C,солнечно,6.8,5.6,1.48,3.38,1.33,10,10,(167) 7.0,7.0 (167),20%   2,4   40%,30%   3,5   50%,50%   5,1   10%,10,20,14,10,1.0,2.0,1.4,1.0,30%   3,4   40%,50%   5,5   50%,40%   4,5   50%,60%   6,5   50%,9.8,15.0,13.1,10.6,3.8,6.3,4.3,3.4,43.3,54.4,56.7,45.6,5.1,5.0,4.9,4.8,10.0,12.2,12.7,12.1,2.1,1.70,1.6,3.30,1.7,1.7,1.7,2.4,0.0,0.2,0.0,0.0
318,318,14898400,"Бундеслига, 34-й тур, регулярный сезон, 27.06.2020 16:30",27.06.2020 16:30,Унион Берлин,3,Фортуна Дюссельдорф,0,+19°C,переменная облачность,3.95,3.62,2.12,2.07,1.92,10,10,(167) 7.0,7.0 (167),20%   2,1   10%,20%   2,6   60%,60%   6,3   30%,8,11,23,16,0.8,1.1,2.3,1.6,10%   1,1   10%,60%   6,7   70%,60%   6,5   50%,40%   4,5   50%,8.7,14.2,12.2,9.7,3.5,4.9,5.5,4.0,41.1,50.8,58.9,49.2,4.2,5.7,5.4,3.2,14.7,11.6,12.9,13.9,1.5,1.40,1.9,2.10,2.0,2.0,2.0,1.6,0.3,0.0,0.0,0.2
319,319,14898383,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Бавария,3,Фрайбург,1,+20°C,переменная облачность,1.33,6.5,10.25,3.32,1.34,10,10,(90) 3.8,3.8 (90),100%   10,3   30%,0,3   30%,0,4   40%,25,12,6,13,2.5,1.2,0.6,1.3,60%   6,1   10%,40%   4,5   50%,50%   5,4   40%,50%   5,6   60%,15.5,11.5,8.4,15.6,6.0,4.7,2.9,5.6,61.6,47.9,38.4,52.1,7.1,5.0,2.7,5.8,9.5,9.4,10.2,13.5,3.1,2.10,2.6,0.80,1.1,1.0,2.0,1.9,0.1,0.0,0.0,0.3
320,320,14898384,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,РБ Лейпциг,0,Боруссия Дортмунд,2,+16°C,солнечно,2.25,3.9,3.32,2.5,1.66,10,10,(66) 2.8,2.8 (66),40%   4,7   70%,60%   6,0,0,3   30%,21,17,9,7,2.1,1.7,0.9,0.7,40%   4,5   50%,60%   6,2   20%,50%   5,3   30%,50%   5,7   70%,14.4,11.4,11.0,8.3,6.1,4.1,3.3,3.2,53.7,57.6,46.3,42.4,5.4,4.5,5.2,2.8,11.3,10.2,12.7,9.7,2.1,1.10,3.2,1.80,1.4,2.6,2.4,2.6,0.2,0.1,0.0,0.1
321,321,14898385,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Хоффенхайм,4,Унион Берлин,0,+23°C,солнечно,1.48,5.05,7.8,2.88,1.53,10,10,(66) 2.8,3.8 (90),30%   3,2   20%,40%   4,3   30%,30%   3,5   50%,12,10,18,21,1.2,1.0,1.8,2.1,10%   1,1   10%,60%   6,7   70%,50%   5,6   60%,50%   5,4   40%,12.1,8.8,15.8,12.0,4.7,3.7,6.1,5.0,46.3,41.3,53.7,58.7,5.0,3.9,6.0,5.4,11.9,14.0,12.1,13.3,1.6,1.60,1.8,1.90,2.2,1.8,2.3,2.1,0.2,0.3,0.1,0.0
322,322,14898386,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Фортуна Дюссельдорф,1,Аугсбург,1,+18°C,солнечно,1.74,4.2,5.25,1.99,2.0,10,10,(66) 2.8,2.8 (66),10%   1,2   20%,60%   6,2   20%,30%   3,6   60%,13,9,18,15,1.3,0.9,1.8,1.5,10%   1,3   30%,70%   7,4   40%,60%   6,4   40%,40%   4,6   60%,14.8,9.4,10.1,13.4,5.1,3.8,4.5,4.5,50.2,41.7,49.8,58.3,5.5,5.1,3.4,4.6,11.1,10.1,13.8,12.3,2.0,2.20,2.2,1.80,2.1,2.1,1.8,1.8,0.0,0.0,0.2,0.0
323,323,14898387,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Герта,2,Байер,0,+19°C,переменная облачность,6.75,5.0,1.53,3.06,1.48,10,10,(90) 3.8,2.8 (66),30%   3,7   70%,30%   3,1   10%,40%   4,2   20%,18,25,19,13,1.8,2.5,1.9,1.3,30%   3,3   30%,50%   5,7   70%,80%   8,8   80%,20%   2,2   20%,10.9,12.8,12.2,9.9,4.7,5.6,4.7,4.0,50.7,61.4,49.3,38.6,4.2,6.5,4.8,3.8,14.6,12.0,8.4,12.7,2.5,1.90,1.9,2.00,2.4,1.9,1.6,1.8,0.1,0.0,0.1,0.0
324,324,14898388,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Майнц,3,Вердер,1,+18°C,пасмурно,2.49,3.68,3.04,2.19,1.83,10,10,(66) 2.8,3.8 (90),30%   3,3   30%,30%   3,2   20%,40%   4,5   50%,10,10,15,14,1.0,1.0,1.5,1.4,30%   3,3   30%,30%   3,3   30%,30%   3,4   40%,70%   7,6   60%,10.3,9.2,12.7,13.2,3.4,3.5,4.8,4.8,47.7,45.7,52.3,54.3,6.3,3.9,6.1,6.5,13.1,13.8,14.3,15.1,1.8,1.90,0.9,2.30,2.4,2.4,3.0,2.4,0.1,0.1,0.1,0.2
325,325,14898389,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Шальке,1,Вольфсбург,4,+19°C,солнечно,6.85,5.05,1.52,2.23,1.8,10,10,(68) 2.8,3.8 (92),0,3   30%,30%   3,3   30%,70%   7,4   40%,5,13,19,15,0.5,1.3,1.9,1.5,0,2   20%,50%   5,6   60%,50%   5,7   70%,50%   5,3   30%,8.4,14.9,10.8,8.6,2.5,4.5,4.5,3.5,44.5,48.7,55.5,51.3,2.6,3.9,6.7,4.1,12.9,14.5,10.6,11.5,2.0,1.60,2.5,1.50,2.4,2.8,1.9,2.0,0.1,0.1,0.0,0.1
326,326,14898390,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Кёльн,1,Айнтрахт Франкфурт,1,+24°C,солнечно,2.95,4.1,2.38,2.78,1.42,10,10,(66) 2.8,2.8 (68),20%   2,4   40%,30%   3,1   10%,50%   5,5   50%,16,18,20,21,1.6,1.8,2.0,2.1,10%   1,1   10%,90%   9,7   70%,90%   9,9   90%,10%   1,1   10%,11.9,13.2,11.5,12.7,4.6,4.9,4.7,5.5,49.7,51.9,50.3,48.1,5.0,5.0,5.1,3.5,15.0,13.1,11.9,12.3,1.9,0.90,1.3,3.50,2.2,2.7,1.8,2.2,0.1,0.1,0.1,0.2
327,327,14898391,"Бундеслига, 33-й тур, регулярный сезон, 20.06.2020 16:30",20.06.2020 16:30,Падерборн 07,1,Боруссия М,3,+21°C,солнечно,15.25,8.6,1.22,3.45,1.32,10,10,(90) 3.8,3.8 (92),0,5   50%,40%   4,1   10%,60%   6,4   40%,7,18,21,13,0.7,1.8,2.1,1.3,20%   2,2   20%,60%   6,7   70%,40%   4,8   80%,60%   6,2   20%,11.0,13.1,12.6,12.2,3.1,5.2,5.5,5.0,47.5,51.5,52.5,48.5,4.9,4.4,5.9,3.9,12.9,11.8,10.8,13.9,1.6,2.60,2.0,1.20,2.8,1.9,1.7,2.8,0.0,0.1,0.1,0.0
328,328,14898374,"Бундеслига, 32-й тур, регулярный сезон, 17.06.2020 21:30",17.06.2020 21:30,Боруссия Дортмунд,0,Майнц,2,+16°C,солнечно,1.32,6.25,11.75,2.79,1.45,10,10,(100) 4.2,3.2 (76),80%   8,2   20%,0,4   40%,20%   2,4   40%,19,8,5,15,1.9,0.8,0.5,1.5,60%   6,3   30%,20%   2,3   30%,30%   3,3   30%,70%   7,7   70%,11.2,10.7,8.2,11.8,4.3,3.4,3.0,4.5,57.1,48.6,42.9,51.4,4.4,6.5,2.9,6.0,9.6,12.6,9.7,14.1,1.3,2.10,2.0,0.90,2.0,2.3,2.3,2.6,0.1,0.1,0.1,0.1
329,329,14898375,"Бундеслига, 32-й тур, регулярный сезон, 17.06.2020 21:30",17.06.2020 21:30,РБ Лейпциг,2,Фортуна Дюссельдорф,2,+16°C,солнечно,1.33,6.15,11.25,2.72,1.47,10,10,(119) 5.0,4.2 (100),50%   5,2   20%,50%   5,5   50%,0,3   30%,24,13,7,16,2.4,1.3,0.7,1.6,50%   5,2   20%,50%   5,6   60%,50%   5,5   50%,50%   5,5   50%,15.5,14.5,10.0,10.2,6.4,5.4,3.3,4.5,51.7,51.0,48.3,49.0,5.4,5.7,5.2,3.6,11.2,11.4,13.0,14.3,1.7,1.80,3.4,2.00,1.6,2.5,2.6,1.8,0.2,0.0,0.0,0.2
330,330,14898376,"Бундеслига, 32-й тур, регулярный сезон, 17.06.2020 21:30",17.06.2020 21:30,Байер,3,Кёльн,1,+20°C,солнечно,1.6,4.85,5.85,2.74,1.43,10,10,(73) 3.0,4.2 (100),70%   7,3   30%,10%   1,3   30%,20%   2,4   40%,25,20,13,17,2.5,2.0,1.3,1.7,30%   3,2   20%,70%   7,8   80%,80%   8,9   90%,20%   2,1   10%,13.2,12.7,9.8,11.0,5.9,5.4,4.2,4.3,61.9,50.2,38.1,49.8,6.3,5.0,3.6,4.9,12.2,14.3,11.7,11.9,1.8,2.00,2.1,1.10,2.1,2.2,1.9,1.8,0.0,0.1,0.1,0.1
331,331,14898381,"Бундеслига, 32-й тур, регулярный сезон, 17.06.2020 21:30",17.06.2020 21:30,Аугсбург,1,Хоффенхайм,3,+20°C,солнечно,3.25,3.98,2.25,2.46,1.52,10,10,(76) 3.2,5.0 (119),20%   2,2   20%,30%   3,4   40%,50%   5,4   40%,9,11,13,20,0.9,1.1,1.3,2.0,30%   3,1   10%,40%   4,6   60%,30%   3,5   50%,70%   7,5   50%,9.1,11.7,13.5,16.2,3.7,4.6,4.4,6.4,40.0,46.2,60.0,53.8,4.5,5.0,4.5,5.8,11.2,11.3,11.4,12.4,1.9,1.50,1.8,1.50,2.3,2.3,1.8,2.3,0.0,0.2,0.0,0.1
332,332,14898378,"Бундеслига, 32-й тур, регулярный сезон, 17.06.2020 19:30",17.06.2020 19:30,Айнтрахт Франкфурт,2,Шальке,1,+18°C,солнечно,1.61,4.45,6.4,2.15,1.86,10,10,(98) 4.1,3.0 (71),30%   3,0,10%   1,3   30%,60%   6,7   70%,16,4,24,22,1.6,0.4,2.4,2.2,10%   1,0,60%   6,4   40%,90%   9,5   50%,10%   1,5   50%,12.6,8.0,13.4,11.9,4.8,2.2,5.8,4.9,49.9,45.8,50.1,54.2,4.8,2.5,3.3,6.7,13.3,12.3,11.7,10.4,1.0,1.80,2.9,2.40,2.4,2.2,1.9,1.9,0.1,0.0,0.1,0.0
333,333,14898379,"Бундеслига, 32-й тур, регулярный сезон, 16.06.2020 21:30",16.06.2020 21:30,Вердер,0,Бавария,1,+18°C,переменная облачность,18.5,9.1,1.19,3.54,1.28,10,10,(76) 3.2,3.0 (73),30%   3,10   100%,20%   2,0,50%   5,0,10,30,15,6,1.0,3.0,1.5,0.6,30%   3,6   60%,30%   3,4   40%,40%   4,6   60%,60%   6,4   40%,9.2,16.5,13.2,7.9,3.5,6.7,5.1,2.7,45.3,62.3,54.7,37.7,4.1,6.8,6.1,2.8,14.2,8.9,14.6,9.6,2.0,3.10,2.1,2.60,2.2,0.9,2.2,1.8,0.1,0.0,0.1,0.0
334,334,14898380,"Бундеслига, 32-й тур, регулярный сезон, 16.06.2020 21:30",16.06.2020 21:30,Фрайбург,2,Герта,1,+26°C,солнечно,2.66,3.58,2.88,2.2,1.82,10,10,(76) 3.2,3.2 (76),20%   2,4   40%,40%   4,3   30%,40%   4,3   30%,11,19,13,18,1.1,1.9,1.3,1.8,10%   1,3   30%,50%   5,5   50%,30%   3,8   80%,70%   7,2   20%,11.5,11.3,15.3,12.5,4.5,4.9,5.4,4.6,50.1,50.1,49.9,49.9,4.8,4.5,5.3,4.8,9.3,14.3,14.0,9.3,2.1,2.30,0.7,2.30,1.1,2.4,2.1,1.8,0.0,0.1,0.3,0.1
335,335,14898382,"Бундеслига, 32-й тур, регулярный сезон, 16.06.2020 21:30",16.06.2020 21:30,Унион Берлин,1,Падерборн 07,0,+19°C,переменная облачность,1.85,4.05,4.65,2.5,1.66,10,10,(76) 3.2,3.2 (76),20%   2,0,30%   3,4   40%,50%   5,6   60%,11,8,22,22,1.1,0.8,2.2,2.2,0,2   20%,80%   8,7   70%,70%   7,5   50%,30%   3,5   50%,8.6,11.7,12.5,12.8,3.8,3.4,5.0,5.6,40.4,47.3,59.6,52.7,4.4,4.9,6.3,6.6,13.6,12.8,12.7,10.4,1.9,2.10,2.2,1.80,2.1,2.9,2.3,1.8,0.3,0.0,0.0,0.1
336,336,14898377,"Бундеслига, 32-й тур, регулярный сезон, 16.06.2020 19:30",16.06.2020 19:30,Боруссия М,3,Вольфсбург,0,+21°C,солнечно,2.4,3.65,3.22,2.19,1.83,10,10,(71) 3.0,3.1 (74),40%   4,4   40%,20%   2,3   30%,40%   4,3   30%,16,16,14,12,1.6,1.6,1.4,1.2,10%   1,3   30%,80%   8,6   60%,70%   7,7   70%,30%   3,3   30%,13.6,14.5,12.9,8.2,6.0,4.7,5.4,3.4,51.3,49.1,48.7,50.9,4.7,4.0,4.4,3.9,11.3,14.4,13.4,11.2,2.6,1.70,1.2,1.50,2.2,2.5,2.8,2.0,0.1,0.1,0.0,0.1
337,337,14898371,"Бундеслига, 31-й тур, регулярный сезон, 14.06.2020 19:00",14.06.2020 19:00,Шальке,1,Байер,1,+19°C,солнечно,7.6,5.0,1.49,2.41,1.7,10,10,(169) 7.0,4.8 (116),0,7   70%,30%   3,1   10%,70%   7,2   20%,3,25,21,13,0.3,2.5,2.1,1.3,10%   1,3   30%,30%   3,7   70%,50%   5,8   80%,50%   5,2   20%,7.9,13.1,11.6,10.1,2.0,6.0,4.9,4.1,48.5,61.1,51.5,38.9,3.0,5.9,6.1,4.3,12.1,12.8,10.5,10.7,1.8,1.70,2.4,2.40,2.0,2.3,2.0,1.5,0.0,0.0,0.0,0.1
338,338,14898370,"Бундеслига, 31-й тур, регулярный сезон, 14.06.2020 16:30",14.06.2020 16:30,Майнц,0,Аугсбург,1,+18°C,пасмурно,2.11,3.62,3.98,2.12,1.88,10,10,(191) 8.0,6.8 (164),30%   3,1   10%,40%   4,3   30%,30%   3,6   60%,11,8,15,18,1.1,0.8,1.5,1.8,30%   3,2   20%,40%   4,4   40%,40%   4,4   40%,60%   6,6   60%,9.8,9.0,12.0,13.0,3.2,3.9,4.4,5.0,46.0,40.9,54.0,59.1,5.7,4.4,6.5,3.7,13.3,10.4,14.1,11.4,1.6,2.10,0.9,1.30,2.2,1.9,2.5,1.7,0.1,0.0,0.2,0.0
339,339,14898365,"Бундеслига, 31-й тур, регулярный сезон, 13.06.2020 19:30",13.06.2020 19:30,Бавария,2,Боруссия М,1,+20°C,переменная облачность,1.51,5.15,6.9,2.74,1.43,10,10,(68) 2.8,7.9 (189),100%   10,5   50%,0,2   20%,0,3   30%,31,19,5,13,3.1,1.9,0.5,1.3,70%   7,1   10%,30%   3,8   80%,60%   6,7   70%,40%   4,3   30%,16.9,14.5,7.8,12.7,6.7,6.4,2.8,5.2,63.6,51.5,36.4,48.5,7.0,5.1,3.0,4.3,8.6,11.2,9.3,13.2,2.9,2.20,2.3,1.20,1.1,2.2,1.7,3.0,0.0,0.1,0.1,0.0
340,340,14898366,"Бундеслига, 31-й тур, регулярный сезон, 13.06.2020 16:30",13.06.2020 16:30,Вольфсбург,2,Фрайбург,2,+19°C,переменная облачность,1.63,4.5,6.0,2.34,1.74,10,10,(145) 6.0,7.8 (186),50%   5,3   30%,20%   2,3   30%,30%   3,4   40%,18,10,10,11,1.8,1.0,1.0,1.1,40%   4,2   20%,50%   5,4   40%,70%   7,2   20%,30%   3,8   80%,13.3,11.7,8.6,15.2,4.6,4.5,3.1,5.2,49.4,49.9,50.6,50.1,3.8,4.8,4.8,5.7,13.8,9.3,11.3,13.7,1.7,2.30,1.5,0.60,2.5,1.3,2.1,2.4,0.1,0.0,0.1,0.3
341,341,14898368,"Бундеслига, 31-й тур, регулярный сезон, 13.06.2020 16:30",13.06.2020 16:30,Фортуна Дюссельдорф,0,Боруссия Дортмунд,1,+18°C,солнечно,7.9,5.1,1.47,2.46,1.56,10,10,(167) 7.0,6.8 (164),20%   2,8   80%,50%   5,0,30%   3,2   20%,14,20,19,6,1.4,2.0,1.9,0.6,20%   2,5   50%,70%   7,3   30%,60%   6,4   40%,40%   4,6   60%,14.8,11.9,11.4,8.6,5.4,4.2,4.7,2.9,51.7,56.1,48.3,43.9,5.3,4.6,4.0,2.6,11.9,9.3,13.7,10.2,1.9,1.50,2.0,2.20,2.6,1.8,1.7,2.6,0.0,0.1,0.2,0.1
342,342,14898369,"Бундеслига, 31-й тур, регулярный сезон, 13.06.2020 16:30",13.06.2020 16:30,Герта,1,Айнтрахт Франкфурт,4,+19°C,переменная облачность,2.22,3.82,3.45,2.43,1.69,10,10,(164) 6.8,2.7 (65),40%   4,3   30%,30%   3,1   10%,30%   3,6   60%,19,14,17,23,1.9,1.4,1.7,2.3,30%   3,2   20%,50%   5,5   50%,80%   8,8   80%,20%   2,2   20%,12.0,12.1,12.0,14.4,4.9,4.4,4.2,5.8,52.1,49.5,47.9,50.5,5.4,4.9,4.4,3.8,14.4,14.1,10.1,11.6,1.7,1.50,2.3,2.50,2.5,2.4,1.7,1.9,0.1,0.2,0.1,0.0
343,343,14898372,"Бундеслига, 31-й тур, регулярный сезон, 13.06.2020 16:30",13.06.2020 16:30,Кёльн,1,Унион Берлин,2,+24°C,солнечно,2.11,3.64,3.95,2.07,1.92,10,10,(140) 5.8,6.0 (143),30%   3,1   10%,30%   3,3   30%,40%   4,6   60%,20,11,19,24,2.0,1.1,1.9,2.4,20%   2,0,80%   8,8   80%,90%   9,7   70%,10%   1,3   30%,12.9,10.0,12.8,12.8,5.3,4.0,4.5,5.0,48.2,40.3,51.8,59.7,4.7,4.4,4.9,6.3,13.7,12.8,11.2,12.3,2.3,1.90,1.1,2.30,2.0,2.3,2.1,2.2,0.1,0.3,0.1,0.0
344,344,14898373,"Бундеслига, 31-й тур, регулярный сезон, 13.06.2020 16:30",13.06.2020 16:30,Падерборн 07,1,Вердер,5,+21°C,солнечно,3.78,4.2,1.99,2.36,1.73,10,10,(167) 7.0,6.0 (145),0,2   20%,50%   5,2   20%,50%   5,6   60%,8,5,18,17,0.8,0.5,1.8,1.7,20%   2,3   30%,70%   7,2   20%,40%   4,4   40%,60%   6,6   60%,11.5,9.1,13.2,12.5,2.9,2.9,5.2,4.6,45.3,45.9,54.7,54.1,4.8,4.0,7.5,5.8,11.9,13.7,9.3,13.9,2.4,1.90,1.7,2.50,2.6,2.0,1.7,1.7,0.0,0.1,0.1,0.1
345,345,14898367,"Бундеслига, 31-й тур, регулярный сезон, 12.06.2020 21:30",12.06.2020 21:30,Хоффенхайм,0,РБ Лейпциг,2,+23°C,солнечно,7.6,6.15,1.41,3.4,1.3,10,10,(148) 6.2,6.2 (148),20%   2,5   50%,40%   4,5   50%,40%   4,0,11,23,19,7,1.1,2.3,1.9,0.7,10%   1,5   50%,60%   6,5   50%,50%   5,5   50%,50%   5,5   50%,12.2,15.6,15.9,9.3,4.6,6.2,6.2,3.3,46.2,51.5,53.8,48.5,5.1,6.0,6.2,4.9,11.2,11.1,11.6,12.6,1.1,2.00,1.5,3.20,2.4,1.7,2.4,2.7,0.2,0.2,0.1,0.0
