,Unnamed: 0,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
544,544,14898165,"Бундеслига, 8-й тур, регулярный сезон, 20.10.2019 19:00",20.10.2019 19:00,Хоффенхайм,2,Шальке,0,+23°C,солнечно,2.67,3.64,2.66,2.23,1.73,10,10,(361) 15.0,14.9 (358),30%   3,6   60%,20%   2,2   20%,50%   5,2   20%,10,24,20,12,1.0,2.4,2.0,1.2,10%   1,3   30%,50%   5,6   60%,70%   7,8   80%,30%   3,2   20%,12.44,14.1,15.11,10.2,4.0,5.8,5.78,3.6,48.78,50.56,51.22,49.44,5.0,5.3,7.11,4.7,13.25,13.67,12.25,14.11,2.25,2.38,2.5,1.50,1.56,1.3,2.33,1.5,0.0,0.0,0.11,0.0
545,545,14898159,"Бундеслига, 8-й тур, регулярный сезон, 20.10.2019 16:30",20.10.2019 16:30,Кёльн,3,Падерборн 07,0,+24°C,солнечно,1.74,4.45,4.45,3.78,1.25,10,10,(236) 9.8,10.0 (240),30%   3,1   10%,10%   1,2   20%,60%   6,7   70%,14,15,21,27,1.4,1.5,2.1,2.7,10%   1,0,50%   5,9   90%,70%   7,8   80%,30%   3,2   20%,11.7,14.22,12.4,13.33,4.0,5.78,4.3,6.56,46.0,51.0,54.0,49.0,5.7,6.67,5.3,5.44,16.63,13.63,15.0,11.25,2.13,1.63,2.0,2.00,1.9,2.0,1.8,2.0,0.2,0.0,0.0,0.0
546,546,14898161,"Бундеслига, 8-й тур, регулярный сезон, 19.10.2019 19:30",19.10.2019 19:30,Боруссия Дортмунд,1,Боруссия М,0,+22°C,солнечно,1.58,4.5,5.85,2.52,1.5,10,10,(338) 14.1,13.2 (316),50%   5,5   50%,40%   4,3   30%,10%   1,2   20%,26,17,11,12,2.6,1.7,1.1,1.2,40%   4,3   30%,60%   6,6   60%,80%   8,6   60%,20%   2,4   40%,12.6,12.5,9.9,12.6,5.6,5.4,3.1,4.8,58.56,55.6,41.44,44.4,6.3,6.4,4.2,4.1,8.67,14.33,10.89,14.33,1.56,2.78,1.78,1.33,1.0,2.4,1.2,2.4,0.0,0.0,0.0,0.0
547,547,14898158,"Бундеслига, 8-й тур, регулярный сезон, 19.10.2019 16:30",19.10.2019 16:30,Аугсбург,2,Бавария,2,+20°C,солнечно,18.5,9.7,1.15,3.78,1.25,10,10,(187) 7.8,14.0 (335),20%   2,7   70%,20%   2,2   20%,60%   6,1   10%,15,33,24,11,1.5,3.3,2.4,1.1,10%   1,3   30%,80%   8,7   70%,80%   8,9   90%,20%   2,1   10%,9.3,20.2,12.3,9.4,4.0,7.8,5.0,3.9,43.22,65.3,56.78,34.7,3.1,8.4,5.7,3.6,11.38,9.4,11.5,12.9,1.75,1.20,2.38,1.00,1.8,1.8,1.1,1.7,0.1,0.0,0.1,0.1
548,548,14898160,"Бундеслига, 8-й тур, регулярный сезон, 19.10.2019 16:30",19.10.2019 16:30,Унион Берлин,2,Фрайбург,0,+19°C,переменная облачность,2.67,3.46,2.76,1.94,1.96,10,10,(216) 9.0,8.9 (213),30%   3,7   70%,20%   2,2   20%,50%   5,1   10%,13,21,15,9,1.3,2.1,1.5,0.9,10%   1,4   40%,60%   6,6   60%,60%   6,7   70%,40%   4,3   30%,9.89,11.63,12.22,14.13,3.56,3.88,4.78,4.38,42.38,47.88,57.63,52.13,3.56,4.5,4.0,7.13,15.43,8.63,11.14,14.0,1.71,0.88,1.71,2.25,1.0,1.13,1.0,2.13,0.33,0.0,0.11,0.0
549,549,14898162,"Бундеслига, 8-й тур, регулярный сезон, 19.10.2019 16:30",19.10.2019 16:30,РБ Лейпциг,1,Вольфсбург,1,+23°C,солнечно,1.57,4.45,6.1,2.47,1.61,10,10,(335) 14.0,8.9 (214),60%   6,4   40%,20%   2,6   60%,20%   2,0,20,14,12,7,2.0,1.4,1.2,0.7,20%   2,3   30%,70%   7,7   70%,70%   7,2   20%,30%   3,8   80%,13.0,11.5,11.6,9.1,5.7,5.5,4.9,3.1,49.0,52.75,51.0,47.25,4.4,5.3,4.6,4.3,13.4,14.13,12.6,13.13,2.4,2.50,3.1,1.50,1.9,1.2,1.4,1.5,0.1,0.0,0.0,0.0
550,550,14898164,"Бундеслига, 8-й тур, регулярный сезон, 19.10.2019 16:30",19.10.2019 16:30,Вердер,1,Герта,1,+18°C,переменная облачность,2.39,3.56,3.06,2.2,1.64,10,10,(188) 7.8,14.8 (354),30%   3,5   50%,30%   3,1   10%,40%   4,4   40%,18,24,18,18,1.8,2.4,1.8,1.8,10%   1,2   20%,70%   7,6   60%,80%   8,10   100%,20%   2,0,11.22,10.0,12.89,10.0,4.78,4.8,5.44,4.4,51.25,49.4,48.75,50.6,4.44,3.8,6.44,5.5,11.0,13.3,14.43,16.5,1.86,1.25,1.43,1.88,1.11,1.5,1.67,1.4,0.22,0.0,0.33,0.1
551,551,14898166,"Бундеслига, 8-й тур, регулярный сезон, 19.10.2019 16:30",19.10.2019 16:30,Фортуна Дюссельдорф,1,Майнц,0,+24°C,солнечно,2.74,3.65,2.58,2.43,1.63,10,10,(354) 14.8,14.0 (335),40%   4,4   40%,10%   1,0,50%   5,6   60%,26,11,16,20,2.6,1.1,1.6,2.0,20%   2,1   10%,80%   8,6   60%,90%   9,7   70%,10%   1,3   30%,12.0,12.9,13.0,12.3,5.0,4.6,6.0,5.5,44.63,48.67,55.38,51.33,3.0,5.0,6.38,5.3,12.71,13.67,13.0,11.11,1.43,1.00,1.43,0.63,2.13,2.0,1.63,2.2,0.0,0.0,0.0,0.0
552,552,14898163,"Бундеслига, 8-й тур, регулярный сезон, 18.10.2019 21:30",18.10.2019 21:30,Айнтрахт Франкфурт,3,Байер,0,+26°C,солнечно,2.81,3.84,2.44,2.44,1.53,10,10,(195) 8.1,13.2 (316),50%   5,5   50%,20%   2,2   20%,30%   3,3   30%,19,17,15,14,1.9,1.7,1.5,1.4,20%   2,3   30%,70%   7,5   50%,90%   9,7   70%,10%   1,3   30%,17.44,13.5,10.0,9.1,6.22,4.9,4.44,4.5,55.67,67.8,44.33,32.2,6.22,6.6,3.44,2.1,13.75,11.3,11.5,12.6,1.75,2.60,1.5,2.30,2.11,1.3,1.78,1.5,0.22,0.0,0.11,0.1
553,553,14898153,"Бундеслига, 7-й тур, регулярный сезон, 06.10.2019 19:00",06.10.2019 19:00,Айнтрахт Франкфурт,2,Вердер,2,+26°C,солнечно,2.02,3.88,3.66,2.6,1.47,10,10,(68) 2.8,7.9 (190),50%   5,5   50%,10%   1,2   20%,40%   4,3   30%,17,21,13,15,1.7,2.1,1.3,1.5,20%   2,3   30%,60%   6,6   60%,80%   8,8   80%,20%   2,2   20%,14.8,13.13,9.4,10.75,5.6,5.88,4.1,5.0,55.0,52.13,45.0,47.88,5.4,5.13,3.6,5.25,13.44,11.5,11.67,14.83,1.89,1.83,1.67,1.17,2.2,1.38,2.0,1.75,0.2,0.25,0.1,0.38
554,554,14898152,"Бундеслига, 7-й тур, регулярный сезон, 06.10.2019 16:30",06.10.2019 16:30,Вольфсбург,1,Унион Берлин,0,+19°C,переменная облачность,1.97,3.44,4.4,2.02,1.89,10,10,(67) 2.8,8.8 (210),50%   5,4   40%,50%   5,1   10%,0,5   50%,19,19,10,17,1.9,1.9,1.0,1.7,20%   2,1   10%,80%   8,6   60%,40%   4,8   80%,60%   6,2   20%,12.3,11.22,9.4,11.11,6.4,4.56,3.3,4.44,52.22,43.75,47.78,56.25,4.9,4.33,4.3,3.78,13.78,14.43,14.56,10.57,2.78,1.86,2.0,1.71,1.4,0.78,1.9,0.78,0.1,0.33,0.0,0.11
555,555,14898151,"Бундеслига, 7-й тур, регулярный сезон, 06.10.2019 14:30",06.10.2019 14:30,Боруссия М,5,Аугсбург,1,+21°C,солнечно,1.57,4.65,5.75,2.6,1.47,10,10,(65) 2.7,7.9 (189),50%   5,2   20%,30%   3,2   20%,20%   2,6   60%,13,16,11,26,1.3,1.6,1.1,2.6,40%   4,0,50%   5,9   90%,50%   5,8   80%,50%   5,2   20%,12.0,9.1,13.0,12.4,4.8,4.5,5.3,4.9,54.7,41.13,45.3,58.88,6.6,2.6,3.5,5.9,15.22,11.71,15.44,11.86,2.67,1.86,1.33,2.14,2.4,1.7,2.6,1.0,0.0,0.1,0.0,0.1
556,556,14898156,"Бундеслига, 7-й тур, регулярный сезон, 05.10.2019 19:30",05.10.2019 19:30,Шальке,1,Кёльн,1,+24°C,солнечно,1.65,4.45,5.15,2.32,1.58,10,10,(170) 7.1,6.0 (143),70%   7,3   30%,10%   1,0,20%   2,7   70%,25,11,11,24,2.5,1.1,1.1,2.4,40%   4,0,50%   5,6   60%,80%   8,8   80%,20%   2,2   20%,13.6,11.2,10.7,12.5,6.0,3.6,3.4,4.7,49.75,47.13,50.25,52.88,5.2,5.6,4.8,5.0,13.13,17.5,13.88,16.25,2.43,2.00,1.29,2.00,0.9,1.3,1.1,1.3,0.0,0.2,0.0,0.0
557,557,14898149,"Бундеслига, 7-й тур, регулярный сезон, 05.10.2019 16:30",05.10.2019 16:30,Бавария,1,Хоффенхайм,2,+20°C,переменная облачность,1.12,10.75,24.0,4.3,1.17,10,10,(89) 3.7,7.0 (167),80%   8,2   20%,20%   2,3   30%,0,5   50%,55,11,9,22,5.5,1.1,0.9,2.2,40%   4,1   10%,60%   6,5   50%,90%   9,7   70%,10%   1,3   30%,20.33,13.0,9.56,14.33,8.22,4.11,3.78,5.89,65.44,50.44,34.56,49.56,8.33,5.67,3.67,6.44,9.44,13.43,13.0,12.71,1.11,2.43,1.0,2.57,1.78,1.67,1.89,2.33,0.0,0.0,0.11,0.11
558,558,14898150,"Бундеслига, 7-й тур, регулярный сезон, 05.10.2019 16:30",05.10.2019 16:30,Байер,1,РБ Лейпциг,1,+20°C,солнечно,2.47,3.78,2.8,2.41,1.54,10,10,(89) 3.7,2.7 (65),50%   5,6   60%,10%   1,1   10%,40%   4,3   30%,17,20,15,14,1.7,2.0,1.5,1.4,30%   3,2   20%,50%   5,7   70%,80%   8,8   80%,20%   2,2   20%,13.0,12.4,8.6,10.7,4.5,5.3,4.5,4.4,67.3,50.11,32.7,49.89,6.4,5.3,2.2,4.5,12.0,13.44,12.5,12.67,2.33,1.89,1.78,2.89,1.2,1.9,1.4,1.6,0.1,0.1,0.1,0.0
559,559,14898155,"Бундеслига, 7-й тур, регулярный сезон, 05.10.2019 16:30",05.10.2019 16:30,Фрайбург,2,Боруссия Дортмунд,2,+26°C,солнечно,5.5,4.15,1.66,2.24,1.73,10,10,(143) 6.0,2.8 (67),80%   8,6   60%,10%   1,3   30%,10%   1,1   10%,31,28,9,9,3.1,2.8,0.9,0.9,30%   3,5   50%,70%   7,5   50%,80%   8,8   80%,20%   2,2   20%,13.0,13.11,13.75,10.33,4.5,5.78,4.13,3.33,49.29,58.13,50.71,41.88,5.13,5.78,6.0,4.33,8.57,8.63,14.71,11.13,0.86,1.63,2.43,1.88,1.13,0.78,2.0,1.33,0.0,0.0,0.0,0.0
560,560,14898157,"Бундеслига, 7-й тур, регулярный сезон, 05.10.2019 16:30",05.10.2019 16:30,Падерборн 07,1,Майнц,2,+21°C,солнечно,2.49,4.05,2.66,3.02,1.36,10,10,(167) 7.0,7.0 (167),20%   2,3   30%,20%   2,0,60%   6,7   70%,20,9,28,24,2.0,0.9,2.8,2.4,0,1   10%,100%   10,5   50%,90%   9,7   70%,10%   1,3   30%,16.0,12.56,12.5,12.0,6.0,4.33,6.38,5.33,47.71,49.63,52.29,50.38,7.13,4.44,5.0,5.11,14.57,13.25,10.43,11.63,1.57,0.71,1.86,0.43,2.13,1.78,1.88,2.33,0.0,0.0,0.0,0.0
561,561,14898154,"Бундеслига, 7-й тур, регулярный сезон, 04.10.2019 21:30",04.10.2019 21:30,Герта,3,Фортуна Дюссельдорф,1,+19°C,переменная облачность,1.68,4.3,5.05,2.6,1.56,10,10,(121) 5.0,5.2 (124),50%   5,5   50%,10%   1,1   10%,40%   4,4   40%,23,28,18,14,2.3,2.8,1.8,1.4,20%   2,2   20%,60%   6,8   80%,100%   10,9   90%,0,1   10%,9.4,12.29,10.4,12.71,4.9,5.14,4.6,6.29,48.2,44.57,51.8,55.43,3.5,3.14,5.7,6.0,13.0,11.83,16.33,12.5,1.43,1.67,2.14,1.67,1.3,2.0,1.2,1.43,0.0,0.0,0.1,0.0
562,562,14898146,"Бундеслига, 6-й тур, регулярный сезон, 29.09.2019 19:00",29.09.2019 19:00,Кёльн,0,Герта,4,+24°C,солнечно,2.17,3.58,3.5,2.27,1.71,10,10,(193) 8.0,8.0 (193),30%   3,4   40%,0,2   20%,70%   7,4   40%,11,20,21,19,1.1,2.0,2.1,1.9,0,1   10%,60%   6,7   70%,70%   7,9   90%,30%   3,1   10%,11.33,9.6,12.78,10.3,3.67,4.5,4.44,4.6,46.0,48.6,54.0,51.4,5.33,3.6,5.11,5.6,18.57,12.78,16.71,17.0,2.0,1.67,2.33,2.17,1.33,1.4,1.44,1.1,0.11,0.0,0.0,0.0
563,563,14898143,"Бундеслига, 6-й тур, регулярный сезон, 29.09.2019 16:30",29.09.2019 16:30,Фортуна Дюссельдорф,1,Фрайбург,2,+24°C,солнечно,2.6,3.56,2.77,2.11,1.81,10,10,(167) 7.0,8.0 (191),60%   6,7   70%,10%   1,1   10%,30%   3,2   20%,42,31,13,12,4.2,3.1,1.3,1.2,20%   2,3   30%,80%   8,7   70%,90%   9,8   80%,10%   1,2   20%,11.5,13.71,13.5,13.29,4.83,4.71,6.83,3.71,43.0,49.83,57.0,50.17,2.83,5.71,6.83,6.14,12.4,8.17,12.8,15.67,1.2,1.00,2.0,2.17,2.0,1.0,1.33,2.0,0.0,0.0,0.0,0.0
564,564,14898140,"Бундеслига, 6-й тур, регулярный сезон, 28.09.2019 19:30",28.09.2019 19:30,Боруссия Дортмунд,2,Вердер,2,+22°C,солнечно,1.33,5.7,9.9,3.1,1.35,10,10,(143) 6.0,7.0 (167),70%   7,5   50%,20%   2,1   10%,10%   1,4   40%,28,19,7,14,2.8,1.9,0.7,1.4,60%   6,3   30%,40%   4,5   50%,70%   7,7   70%,30%   3,3   30%,13.78,13.57,10.0,9.71,6.22,6.0,2.89,4.71,57.5,54.43,42.5,45.57,6.11,5.57,4.44,4.71,8.0,11.8,11.88,16.2,1.38,1.60,1.75,1.40,0.56,1.57,1.56,1.86,0.0,0.29,0.0,0.43
565,565,14898141,"Бундеслига, 6-й тур, регулярный сезон, 28.09.2019 16:30",28.09.2019 16:30,РБ Лейпциг,1,Шальке,3,+23°C,солнечно,1.59,4.4,5.9,2.32,1.58,10,10,(164) 6.8,7.8 (186),80%   8,6   60%,10%   1,1   10%,10%   1,3   30%,24,24,11,13,2.4,2.4,1.1,1.3,30%   3,4   40%,70%   7,5   50%,80%   8,8   80%,20%   2,2   20%,11.67,12.5,10.22,9.4,5.33,5.4,4.0,3.2,46.75,50.13,53.25,49.88,4.44,5.5,4.78,4.5,14.57,14.5,13.43,14.63,2.0,2.00,2.57,1.17,1.89,0.9,1.89,1.4,0.11,0.0,0.0,0.0
566,566,14898142,"Бундеслига, 6-й тур, регулярный сезон, 28.09.2019 16:30",28.09.2019 16:30,Хоффенхайм,0,Боруссия М,3,+23°C,солнечно,2.8,3.64,2.54,2.2,1.64,10,10,(114) 4.8,6.0 (143),20%   2,4   40%,40%   4,3   30%,40%   4,3   30%,11,11,19,14,1.1,1.1,1.9,1.4,20%   2,3   30%,50%   5,5   50%,60%   6,5   50%,40%   4,5   50%,13.11,11.9,13.33,12.8,3.78,4.7,5.33,5.4,51.78,54.1,48.22,45.9,6.22,5.8,6.44,3.9,13.83,15.88,12.67,17.5,2.67,3.14,2.83,1.43,1.56,2.0,2.56,2.8,0.0,0.0,0.11,0.0
567,567,14898144,"Бундеслига, 6-й тур, регулярный сезон, 28.09.2019 16:30",28.09.2019 16:30,Майнц,0,Вольфсбург,1,+25°C,солнечно,2.88,3.6,2.49,2.17,1.77,10,10,(186) 7.8,4.8 (114),30%   3,5   50%,0,5   50%,70%   7,0,10,26,25,11,1.0,2.6,2.5,1.1,10%   1,1   10%,60%   6,9   90%,80%   8,5   50%,20%   2,5   50%,11.44,14.0,12.11,9.0,4.0,7.13,5.0,3.25,48.71,54.0,51.29,46.0,3.56,5.75,5.33,3.75,13.86,13.29,11.0,16.14,0.83,3.29,0.5,2.14,1.56,1.13,2.0,2.0,0.0,0.13,0.0,0.0
568,568,14898145,"Бундеслига, 6-й тур, регулярный сезон, 28.09.2019 16:30",28.09.2019 16:30,Аугсбург,0,Байер,3,+20°C,солнечно,4.45,4.25,1.77,2.52,1.5,10,10,(167) 7.0,7.0 (167),30%   3,4   40%,20%   2,2   20%,50%   5,4   40%,17,18,23,17,1.7,1.8,2.3,1.7,10%   1,2   20%,90%   9,7   70%,70%   7,7   70%,30%   3,3   30%,9.0,13.9,12.78,8.0,4.78,5.1,4.89,4.3,42.86,67.4,57.14,32.6,2.78,6.9,6.22,2.5,11.0,11.5,12.33,12.38,2.0,2.43,2.17,1.71,1.44,1.1,1.11,1.1,0.11,0.1,0.11,0.1
569,569,14898147,"Бундеслига, 6-й тур, регулярный сезон, 28.09.2019 16:30",28.09.2019 16:30,Падерборн 07,2,Бавария,3,+21°C,солнечно,22.0,12.0,1.11,4.8,1.14,10,10,(167) 7.0,7.0 (167),30%   3,6   60%,20%   2,2   20%,50%   5,2   20%,25,47,25,9,2.5,4.7,2.5,0.9,10%   1,4   40%,90%   9,5   50%,90%   9,8   80%,10%   1,2   20%,16.86,18.44,11.57,8.44,6.0,7.44,6.43,3.44,48.0,66.89,52.0,33.11,6.57,8.89,5.0,2.44,15.67,9.78,11.17,12.11,1.5,1.44,2.17,1.00,2.29,1.78,2.0,1.67,0.0,0.0,0.0,0.11
570,570,14898148,"Бундеслига, 6-й тур, регулярный сезон, 27.09.2019 21:30",27.09.2019 21:30,Унион Берлин,1,Айнтрахт Франкфурт,2,+19°C,переменная облачность,3.0,3.62,2.4,2.17,1.66,10,10,(148) 6.2,5.0 (121),40%   4,5   50%,20%   2,1   10%,40%   4,4   40%,19,16,16,12,1.9,1.6,1.6,1.2,10%   1,3   30%,60%   6,5   50%,70%   7,7   70%,30%   3,3   30%,11.13,15.8,10.88,9.0,4.5,6.1,4.25,3.8,43.29,55.0,56.71,45.0,4.38,6.6,3.63,3.5,15.0,13.78,10.33,12.0,1.83,2.22,2.0,2.00,0.75,2.1,0.75,2.1,0.38,0.2,0.13,0.1
571,571,14898134,"Бундеслига, 5-й тур, регулярный сезон, 23.09.2019 21:30",23.09.2019 21:30,Вольфсбург,1,Хоффенхайм,1,+19°C,переменная облачность,2.15,3.85,3.32,2.4,1.64,10,10,(94) 3.9,8.2 (196),50%   5,3   30%,50%   5,3   30%,0,4   40%,26,13,11,20,2.6,1.3,1.1,2.0,10%   1,2   20%,90%   9,5   50%,50%   5,7   70%,50%   5,3   30%,14.38,13.63,8.88,13.5,7.0,3.63,2.88,5.25,53.29,52.5,46.71,47.5,5.75,6.25,3.13,6.75,13.5,13.0,15.83,12.8,2.83,2.80,2.17,2.20,1.13,1.25,1.75,2.63,0.13,0.0,0.0,0.13
572,572,14898135,"Бундеслига, 5-й тур, регулярный сезон, 22.09.2019 19:00",22.09.2019 19:00,Айнтрахт Франкфурт,2,Боруссия Дортмунд,2,+26°C,солнечно,5.3,4.6,1.62,2.74,1.43,10,10,(70) 2.9,4.8 (116),60%   6,8   80%,0,1   10%,40%   4,1   10%,19,30,13,6,1.9,3.0,1.3,0.6,30%   3,6   60%,50%   5,4   40%,70%   7,7   70%,30%   3,3   30%,16.1,14.44,9.0,9.33,6.7,6.22,3.6,3.11,57.3,58.63,42.7,41.38,7.0,6.0,2.9,4.11,13.25,7.57,12.13,11.0,2.5,1.29,2.0,2.00,2.0,0.33,2.1,1.44,0.2,0.0,0.1,0.0
573,573,14898133,"Бундеслига, 5-й тур, регулярный сезон, 22.09.2019 16:30",22.09.2019 16:30,Боруссия М,2,Фортуна Дюссельдорф,1,+21°C,солнечно,1.79,3.94,4.7,2.22,1.63,10,10,(65) 2.7,8.8 (210),40%   4,7   70%,30%   3,1   10%,30%   3,2   20%,11,44,14,13,1.1,4.4,1.4,1.3,30%   3,2   20%,50%   5,8   80%,50%   5,9   90%,50%   5,1   10%,10.89,10.0,12.33,11.67,4.11,5.0,5.56,6.33,54.0,41.17,46.0,58.83,5.33,2.67,3.89,6.67,15.86,12.75,18.43,12.0,2.83,1.25,1.5,1.25,2.0,1.67,2.78,1.33,0.0,0.0,0.0,0.0
574,574,14898136,"Бундеслига, 5-й тур, регулярный сезон, 21.09.2019 19:30",21.09.2019 19:30,Вердер,0,РБ Лейпциг,3,+18°C,переменная облачность,4.45,4.2,1.78,2.54,1.49,10,10,(170) 7.1,3.8 (92),50%   5,7   70%,20%   2,1   10%,30%   3,2   20%,20,22,12,15,2.0,2.2,1.2,1.5,30%   3,2   20%,60%   6,8   80%,60%   6,8   80%,40%   4,2   20%,14.0,10.33,8.43,10.0,6.29,4.67,4.14,4.33,55.57,46.0,44.43,54.0,5.29,4.11,4.14,4.78,12.0,14.5,15.8,13.67,1.25,2.17,1.5,2.50,1.83,1.67,1.83,1.89,0.33,0.0,0.33,0.0
575,575,14898131,"Бундеслига, 5-й тур, регулярный сезон, 21.09.2019 16:30",21.09.2019 16:30,Бавария,4,Кёльн,0,+20°C,переменная облачность,1.12,11.0,24.0,3.88,1.24,10,10,(65) 2.7,7.0 (167),60%   6,4   40%,20%   2,0,20%   2,6   60%,49,14,10,17,4.9,1.4,1.0,1.7,30%   3,1   10%,60%   6,6   60%,80%   8,7   70%,20%   2,3   30%,16.89,10.88,7.44,11.25,7.78,3.88,3.44,4.25,66.67,46.83,33.33,53.17,8.33,5.5,2.44,4.25,9.22,18.33,11.22,17.0,1.22,2.20,1.0,2.40,1.33,1.5,1.89,1.13,0.0,0.0,0.0,0.0
576,576,14898132,"Бундеслига, 5-й тур, регулярный сезон, 21.09.2019 16:30",21.09.2019 16:30,Байер,2,Унион Берлин,0,+20°C,солнечно,1.36,5.55,9.0,2.86,1.4,10,10,(65) 2.7,7.0 (167),30%   3,4   40%,30%   3,3   30%,40%   4,3   30%,18,20,19,15,1.8,2.0,1.9,1.5,10%   1,1   10%,80%   8,7   70%,80%   8,7   70%,20%   2,3   30%,12.5,12.29,8.8,9.43,4.7,5.0,4.6,3.86,65.5,45.0,34.5,55.0,6.3,4.86,2.8,3.0,11.71,15.8,12.57,10.4,2.5,2.00,1.83,2.00,1.1,0.71,1.2,0.86,0.1,0.29,0.0,0.14
577,577,14898137,"Бундеслига, 5-й тур, регулярный сезон, 21.09.2019 16:30",21.09.2019 16:30,Герта,2,Падерборн 07,1,+19°C,переменная облачность,1.61,4.65,5.25,3.14,1.34,10,10,(167) 7.0,5.8 (140),30%   3,3   30%,20%   2,3   30%,50%   5,4   40%,19,26,22,25,1.9,2.6,2.2,2.5,10%   1,1   10%,70%   7,9   90%,90%   9,9   90%,10%   1,1   10%,10.0,17.43,9.89,12.71,4.56,5.86,4.33,6.29,49.33,48.83,50.67,51.17,3.89,6.86,5.33,4.86,12.75,16.0,17.38,10.8,1.4,1.40,2.2,2.00,1.11,1.86,0.78,1.57,0.0,0.0,0.0,0.0
578,578,14898138,"Бундеслига, 5-й тур, регулярный сезон, 21.09.2019 16:30",21.09.2019 16:30,Фрайбург,1,Аугсбург,1,+26°C,солнечно,1.94,3.86,3.98,2.38,1.65,10,10,(143) 6.0,7.0 (167),80%   8,4   40%,0,1   10%,20%   2,5   50%,36,22,12,22,3.6,2.2,1.2,2.2,30%   3,2   20%,70%   7,8   80%,90%   9,8   80%,10%   1,2   20%,13.83,8.63,13.5,12.75,4.83,4.75,3.5,5.0,48.4,42.83,51.6,57.17,5.67,2.63,6.5,6.25,7.6,11.0,16.6,12.6,0.8,2.00,2.2,2.20,1.0,1.5,2.17,1.13,0.0,0.13,0.0,0.13
579,579,14898139,"Бундеслига, 5-й тур, регулярный сезон, 20.09.2019 21:30",20.09.2019 21:30,Шальке,2,Майнц,1,+24°C,солнечно,1.68,4.1,5.35,2.45,1.62,10,10,(121) 5.0,6.2 (148),50%   5,4   40%,20%   2,0,30%   3,6   60%,23,11,13,23,2.3,1.1,1.3,2.3,40%   4,2   20%,50%   5,5   50%,70%   7,7   70%,30%   3,3   30%,12.9,10.67,9.0,12.11,5.9,4.0,3.6,4.78,50.75,47.0,49.25,53.0,6.2,3.44,4.4,5.56,15.57,14.57,14.57,13.43,2.0,1.00,1.4,0.20,0.8,1.44,1.3,2.0,0.0,0.0,0.0,0.0
580,580,14898129,"Бундеслига, 4-й тур, регулярный сезон, 15.09.2019 19:00",15.09.2019 19:00,Падерборн 07,1,Шальке,5,+21°C,солнечно,3.12,3.72,2.29,2.3,1.59,10,10,(361) 15.0,9.0 (215),40%   4,4   40%,30%   3,2   20%,30%   3,4   40%,28,19,22,14,2.8,1.9,2.2,1.4,10%   1,4   40%,90%   9,5   50%,90%   9,7   70%,10%   1,3   30%,18.14,12.5,11.57,9.3,6.71,5.2,5.14,4.0,49.83,50.25,50.17,49.75,7.0,6.1,4.71,4.7,15.75,16.17,10.5,14.17,1.75,1.75,1.75,1.75,1.86,0.7,1.86,1.2,0.0,0.0,0.0,0.0
581,581,14898124,"Бундеслига, 4-й тур, регулярный сезон, 15.09.2019 16:30",15.09.2019 16:30,Хоффенхайм,0,Фрайбург,3,+23°C,солнечно,1.97,3.72,4.0,2.22,1.74,10,10,(359) 15.0,9.9 (238),40%   4,8   80%,30%   3,0,30%   3,2   20%,16,35,17,12,1.6,3.5,1.7,1.2,30%   3,3   30%,50%   5,7   70%,70%   7,8   80%,30%   3,2   20%,11.5,13.8,12.13,11.6,3.25,4.2,4.25,3.0,52.38,51.5,47.63,48.5,4.88,6.0,6.5,5.4,13.5,8.0,14.5,18.0,3.5,0.50,2.25,2.75,1.25,0.8,2.38,2.6,0.0,0.0,0.13,0.0
