,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
0,15325595,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Арсенал,5,Эвертон,1,+14°C,переменная облачность,1.36,5.55,9.0,2.44,1.53,10,10,(139) 5.8,2.8 (67),50%   5,4   40%,0,2   20%,50%   5,4   40%,16,13,17,14,1.60,1.30,1.70,1.40,0,3   30%,60%   6,6   60%,80%   8,5   50%,20%   2,5   50%,15.00,11.50,10.11,12.90,5.22,3.70,3.67,4.60,54.89,35.70,45.11,64.30,5.33,4.70,4.44,5.70,10.33,9.20,10.78,10.40,1.56,0.50,1.89,1.50,2.22,2.20,2.00,2.40,0.11,0.30,0.11,0
1,15325596,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Брентфорд,1,Лидс,2,+11°C,солнечно,2.36,3.94,2.88,2.49,1.51,10,10,(166) 6.9,7.0 (169),70%   7,3   30%,10%   1,3   30%,20%   2,4   40%,20,11,10,17,2.00,1.10,1.00,1.70,40%   4,2   20%,50%   5,5   50%,70%   7,7   70%,30%   3,3   30%,14.90,9.70,12.40,15.00,5.20,3.30,3.90,6.00,46.00,47.10,54.00,52.90,5.40,4.20,6.30,4.40,8.60,14.20,8.90,9.70,1.50,1.40,1.80,1.90,1.40,2.30,1.00,1.60,0,0.20,0.30,0.10
2,15325597,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Брайтон,3,Вест Хэм,1,+11°C,солнечно,2.69,3.58,2.68,2.07,1.84,10,10,(169) 7.0,7.0 (169),40%   4,2   20%,30%   3,3   30%,30%   3,5   50%,13,13,11,12,1.30,1.30,1.10,1.20,40%   4,2   20%,30%   3,5   50%,50%   5,5   50%,50%   5,5   50%,13.30,10.10,14.60,16.40,4.20,3.70,4.10,4.40,47.60,44.60,52.40,55.40,5.10,5.50,5.90,4.90,10.80,8.00,11.10,8.30,1.90,1.70,1.40,0.90,2.00,1.70,1.70,1.50,0,0.40,0,0
3,15325598,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Бернли,1,Ньюкасл,2,+8°C,переменная облачность,2.49,3.4,3.04,1.74,2.21,10,10,(67) 2.8,5.8 (139),40%   4,5   50%,20%   2,0,40%   4,5   50%,11,10,13,14,1.10,1.00,1.30,1.40,20%   2,4   40%,50%   5,2   20%,30%   3,4   40%,70%   7,6   60%,12.20,11.30,16.10,12.00,3.90,4.00,5.60,4.10,41.00,40.50,59.00,59.50,5.20,3.50,8.00,5.00,10.70,10.60,10.40,11.10,2.10,3.40,1.30,1.10,1.70,1.70,1.40,1.90,0.10,0,0,0.10
4,15325599,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Челси,2,Уотфорд,1,+14°C,переменная облачность,1.19,7.8,16.75,2.7,1.44,10,10,(67) 2.8,7.0 (169),40%   4,1   10%,30%   3,1   10%,30%   3,8   80%,15,6,11,25,1.50,0.60,1.10,2.50,40%   4,1   10%,50%   5,5   50%,40%   4,7   70%,60%   6,3   30%,18.20,9.10,8.90,15.10,4.80,2.10,2.60,5.80,64.30,39.10,35.70,60.90,6.50,3.90,1.90,7.80,12.50,9.60,9.60,9.60,1.60,1.80,1.40,0.80,2.20,1.20,1.30,1.50,0,0.10,0.20,0
5,15325600,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Кристал Пэлас,1,Ман Юнайтед,0,+14°C,переменная облачность,2.9,3.48,2.55,2.08,1.83,10,10,(67) 2.8,14.9 (357),40%   4,3   30%,20%   2,2   20%,40%   4,5   50%,14,12,10,19,1.40,1.20,1.00,1.90,40%   4,1   10%,40%   4,5   50%,50%   5,6   60%,50%   5,4   40%,10.80,11.10,9.90,13.00,4.60,4.80,3.20,4.40,52.11,51.50,47.89,48.50,4.70,4.80,3.50,5.80,11.10,9.30,13.00,7.80,1.90,2.20,1.10,1.90,1.50,1.70,1.20,1.20,0,0,0.10,0
6,15325601,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Лестер Сити,4,Саутгемптон,1,+9°C,туман,1.72,4.45,4.6,2.54,1.49,10,10,(67) 2.8,4.8 (115),20%   2,1   10%,40%   4,2   20%,40%   4,7   70%,14,8,12,24,1.40,0.80,1.20,2.40,20%   2,1   10%,70%   7,6   60%,50%   5,7   70%,50%   5,3   30%,10.50,10.30,12.00,15.40,3.80,3.70,4.70,6.00,59.80,43.89,40.20,56.11,5.60,6.20,4.50,6.00,10.70,7.90,10.10,9.50,1.00,1.10,1.40,1.40,1.90,1.30,1.80,1.00,0,0,0,0
7,15325602,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Ливерпуль,3,Вулверхэмптон,1,+8°C,дымка,1.16,10.5,21.0,3.2,1.33,10,10,(115) 4.8,7.0 (169),90%   9,3   30%,10%   1,2   20%,0,5   50%,20,13,7,17,2.00,1.30,0.70,1.70,50%   5,2   20%,50%   5,5   50%,50%   5,6   60%,50%   5,4   40%,17.80,11.30,5.80,13.40,5.20,3.90,2.30,4.40,64.50,53.50,35.50,46.50,7.10,4.20,2.40,4.20,9.90,9.40,10.20,9.10,2.10,0.90,2.50,2.70,1.10,1.50,1.90,2.20,0,0.10,0.10,0.10
8,15325603,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Ман Сити,3,Астон Вилла,2,+10°C,переменная облачность,1.2,8.8,18.5,3.32,1.31,10,10,(169) 7.0,2.8 (67),60%   6,2   20%,20%   2,3   30%,20%   2,5   50%,31,10,13,14,3.10,1.00,1.30,1.40,40%   4,2   20%,60%   6,6   60%,90%   9,5   50%,10%   1,5   50%,17.10,14.30,7.90,11.40,6.20,5.40,3.30,4.30,63.50,49.30,36.50,50.70,6.60,6.00,3.40,4.50,9.70,11.10,8.80,13.50,1.50,1.40,2.60,0.70,1.60,1.70,2.00,2.00,0,0,0.10,0.10
9,15325604,"Премьер-Лига, 38-й тур, регулярный сезон, 22.05.2022 18:00",22.05.2022 18:00,Норвич Сити,0,Тоттенхэм,5,+13°C,переменная облачность,9.8,5.65,1.34,2.32,1.58,10,10,(169) 7.0,7.1 (171),10%   1,7   70%,20%   2,2   20%,70%   7,1   10%,7,22,21,5,0.70,2.20,2.10,0.50,20%   2,5   50%,40%   4,4   40%,60%   6,5   50%,40%   4,5   50%,10.00,13.60,18.10,12.00,3.10,4.60,6.10,2.80,41.00,52.00,59.00,48.00,3.90,4.60,6.30,5.50,8.60,10.20,11.10,9.80,1.20,0.90,1.70,1.40,0.80,1.90,1.40,2.40,0,0,0,0.10
