,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,xG1,xG2,Удары1,Удары2,Удары в створ1,Удары в створ2,Сейвы1,Сейвы2,Владение %1,Владение %2,Угловые1,Угловые2,Нарушения1,Нарушения2,Офсайды1,Офсайды2,Желтые карточки1,Желтые карточки2,Красные карточки1,Красные карточки2,Атаки1,Атаки2,Опасные атаки1,Опасные атаки2,Передачи1,Передачи2,Точность передач %1,Точность передач %2,Штрафные удары1,Штрафные удары2,Вбрасывания1,Вбрасывания2,Навесы1,Навесы2,Температура,Признак погоды,дата ПМ1,Пголы1,Пза матч1,Ппобед1,Пничьи1,Ппорож1,дата ПМ2,Пголы2,Пза матч2,Ппобед2,Пничьи2,Ппорож2,поб1,X,поб2,ТМ 2.5,ТБ 2.5
157,1736992,"Бундеслига, 2-й тур, регулярный сезон, 14.08.2022 18:30",14.08.2022 18:30,Бавария,2,Вольфсбург,0,1.93,0.44,24.0,7.0,8.0,1.0,1.0,6.0,66.0,34.0,8.0,4.0,7.0,10.0,6.0,2.0,2.0,1.0,0.0,0.0,93.0,111.0,56.0,26.0,593.0,267.0,89.0,73.0,12.0,10.0,23.0,18.0,21.0,10.0,+22°C,солнечно,"05.08.22, 21:35",19.0,3.8,3.0,1.0,1.0,"06.08.22, 16:30",14.0,2.8,4.0,1.0,0.0,1.16,9.5,15.25,4.55,1.17
158,1736993,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",13.08.2022 16:30,Хоффенхайм,3,Бохум,2,2.7,1.93,24.0,11.0,13.0,5.0,3.0,10.0,55.0,45.0,8.0,2.0,13.0,10.0,2.0,2.0,1.0,1.0,0.0,0.0,102.0,65.0,46.0,28.0,459.0,312.0,84.0,75.0,7.0,13.0,20.0,20.0,22.0,17.0,+22°C,солнечно,"06.08.22, 16:30",10.0,2.0,3.0,1.0,1.0,"06.08.22, 16:30",13.0,2.6,3.0,0.0,2.0,1.58,4.65,5.35,2.53,1.47
159,1736994,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",13.08.2022 16:30,Байер,1,Аугсбург,2,3.07,0.42,23.0,6.0,10.0,4.0,2.0,9.0,60.0,40.0,7.0,3.0,7.0,16.0,3.0,2.0,1.0,6.0,0.0,0.0,140.0,83.0,67.0,32.0,546.0,282.0,79.0,57.0,18.0,11.0,20.0,20.0,32.0,10.0,+27°C,солнечно,"06.08.22, 19:30",11.0,2.2,2.0,1.0,2.0,"06.08.22, 16:30",7.0,1.4,1.0,1.0,3.0,1.31,6.05,9.3,2.85,1.38
160,1736995,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",13.08.2022 16:30,Вердер,2,Штутгарт,2,0.87,1.64,5.0,14.0,3.0,7.0,5.0,1.0,55.0,45.0,2.0,5.0,6.0,10.0,0.0,1.0,4.0,2.0,0.0,0.0,138.0,94.0,26.0,27.0,561.0,406.0,84.0,80.0,7.0,6.0,16.0,15.0,15.0,15.0,+20°C,солнечно,"06.08.22, 16:30",11.0,2.2,2.0,2.0,1.0,"07.08.22, 16:30",12.0,2.4,4.0,1.0,0.0,2.29,3.68,3.06,2.3,1.66
161,1736996,"Бундеслига, 3-й тур, регулярный сезон, 21.08.2022 18:30",21.08.2022 18:30,Бохум,0,Бавария,7,0.86,3.19,13.0,22.0,7.0,12.0,5.0,7.0,39.0,61.0,5.0,5.0,10.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0,77.0,105.0,30.0,52.0,261.0,502.0,78.0,87.0,11.0,12.0,18.0,15.0,19.0,11.0,+21°C,солнечно,"13.08.22, 16:30",13.0,2.6,2.0,0.0,3.0,"14.08.22, 18:30",19.0,3.8,4.0,0.0,1.0,13.0,8.1,1.2,4.05,1.21
162,1736997,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 19:30",20.08.2022 19:30,Унион Берлин,2,РБ Лейпциг,1,1.66,1.32,9.0,16.0,4.0,2.0,1.0,2.0,33.0,67.0,1.0,13.0,14.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,68.0,158.0,27.0,60.0,239.0,704.0,70.0,88.0,12.0,18.0,10.0,24.0,12.0,30.0,+23°C,солнечно,"14.08.22, 16:30",7.0,1.4,3.0,2.0,0.0,"13.08.22, 16:30",9.0,1.8,1.0,2.0,2.0,3.54,3.58,2.27,2.01,1.98
163,1736998,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",20.08.2022 16:30,Штутгарт,0,Фрайбург,1,0.87,0.99,18.0,9.0,5.0,3.0,2.0,5.0,58.0,42.0,3.0,1.0,8.0,12.0,1.0,3.0,4.0,2.0,0.0,0.0,123.0,93.0,63.0,24.0,542.0,354.0,86.0,79.0,14.0,8.0,20.0,13.0,19.0,9.0,+22°C,солнечно,"13.08.22, 16:30",11.0,2.2,3.0,2.0,0.0,"12.08.22, 21:30",11.0,2.2,3.0,1.0,1.0,2.66,3.7,2.57,2.16,1.74
164,1736999,"Бундеслига, 3-й тур, регулярный сезон, 21.08.2022 16:30",21.08.2022 16:30,Айнтрахт Франкфурт,1,Кёльн,1,0.56,0.6,10.0,6.0,3.0,2.0,1.0,2.0,60.0,40.0,5.0,9.0,15.0,11.0,4.0,4.0,0.0,1.0,0.0,0.0,109.0,98.0,56.0,46.0,401.0,354.0,77.0,71.0,13.0,18.0,31.0,18.0,17.0,22.0,+24°C,солнечно,"13.08.22, 16:30",11.0,2.2,2.0,1.0,2.0,"18.08.22, 21:30",13.0,2.6,2.0,1.0,2.0,2.1,3.92,3.28,2.42,1.6
165,1737000,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",20.08.2022 16:30,Аугсбург,1,Майнц,2,0.23,1.77,6.0,14.0,2.0,7.0,5.0,1.0,54.0,46.0,3.0,3.0,13.0,19.0,1.0,4.0,2.0,2.0,0.0,0.0,90.0,104.0,29.0,48.0,365.0,336.0,73.0,79.0,22.0,13.0,24.0,31.0,10.0,18.0,+22°C,переменная облачность,"13.08.22, 16:30",9.0,1.8,2.0,1.0,2.0,"14.08.22, 16:30",7.0,1.4,3.0,2.0,0.0,3.74,3.76,1.99,2.06,1.81
166,1737001,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",20.08.2022 16:30,Байер,0,Хоффенхайм,3,1.3,1.82,14.0,10.0,3.0,5.0,2.0,3.0,53.0,47.0,3.0,1.0,15.0,18.0,1.0,2.0,1.0,4.0,0.0,0.0,115.0,58.0,36.0,27.0,421.0,324.0,85.0,82.0,15.0,16.0,31.0,20.0,17.0,13.0,+27°C,солнечно,"13.08.22, 16:30",6.0,1.2,1.0,1.0,3.0,"13.08.22, 16:30",11.0,2.2,3.0,1.0,1.0,1.59,4.85,5.0,3.2,1.31
167,1737002,"Бундеслига, 3-й тур, регулярный сезон, 19.08.2022 21:30",19.08.2022 21:30,Боруссия М,1,Герта,0,2.92,1.34,11.0,18.0,6.0,5.0,5.0,5.0,59.0,41.0,5.0,5.0,7.0,11.0,2.0,5.0,1.0,2.0,0.0,1.0,106.0,81.0,41.0,36.0,586.0,300.0,85.0,80.0,12.0,8.0,28.0,17.0,13.0,13.0,+23°C,солнечно,"13.08.22, 19:30",16.0,3.2,2.0,3.0,0.0,"13.08.22, 16:30",8.0,1.6,0.0,1.0,4.0,1.53,4.85,5.7,2.66,1.43
168,1737003,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",20.08.2022 16:30,Вольфсбург,0,Шальке,0,1.32,1.09,16.0,9.0,6.0,2.0,2.0,6.0,70.0,30.0,12.0,4.0,13.0,10.0,2.0,8.0,1.0,3.0,0.0,0.0,163.0,66.0,82.0,29.0,574.0,210.0,87.0,66.0,17.0,14.0,20.0,18.0,37.0,12.0,+21°C,солнечно,"14.08.22, 18:30",10.0,2.0,3.0,1.0,1.0,"13.08.22, 19:30",10.0,2.0,1.0,2.0,2.0,1.86,4.05,3.98,2.39,1.62
169,1737004,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",20.08.2022 16:30,Боруссия Дортмунд,2,Вердер,3,0.29,1.43,5.0,14.0,3.0,7.0,4.0,1.0,49.0,51.0,3.0,5.0,13.0,9.0,7.0,3.0,4.0,1.0,0.0,0.0,104.0,108.0,33.0,41.0,426.0,455.0,77.0,79.0,12.0,18.0,28.0,22.0,10.0,11.0,+21°C,солнечно,"12.08.22, 21:30",8.0,1.6,3.0,1.0,1.0,"13.08.22, 16:30",12.0,2.4,2.0,3.0,0.0,1.45,5.55,7.5,2.69,1.42
170,1737005,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",27.08.2022 16:30,Герта,0,Боруссия Дортмунд,1,0.53,3.38,12.0,24.0,3.0,7.0,6.0,3.0,41.0,59.0,6.0,10.0,8.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0,123.0,36.0,68.0,358.0,585.0,79.0,25.0,9.0,7.0,12.0,21.0,11.0,24.0,+23°C,солнечно,"19.08.22, 21:30",7.0,1.4,0.0,1.0,4.0,"20.08.22, 16:30",10.0,2.0,3.0,1.0,1.0,4.45,4.55,1.79,2.61,1.44
171,1737006,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",27.08.2022 16:30,Майнц,0,Байер,3,1.9,1.73,17.0,7.0,3.0,5.0,2.0,3.0,59.0,41.0,3.0,4.0,10.0,12.0,1.0,3.0,1.0,6.0,0.0,2.0,137.0,76.0,50.0,24.0,579.0,356.0,84.0,79.0,12.0,10.0,29.0,22.0,20.0,8.0,+23°C,переменная облачность,"20.08.22, 16:30",8.0,1.6,3.0,2.0,0.0,"20.08.22, 16:30",6.0,1.2,1.0,0.0,4.0,2.73,3.8,2.46,2.26,1.58
172,1737007,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",27.08.2022 16:30,Шальке,1,Унион Берлин,6,1.78,1.6,12.0,12.0,4.0,7.0,1.0,3.0,56.0,44.0,8.0,2.0,9.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,101.0,66.0,54.0,24.0,512.0,342.0,80.0,69.0,10.0,8.0,21.0,16.0,34.0,14.0,+23°C,солнечно,"20.08.22, 16:30",9.0,1.8,1.0,2.0,2.0,"20.08.22, 19:30",8.0,1.6,3.0,2.0,0.0,3.15,3.54,2.3,1.89,1.97
173,1737008,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 19:30",27.08.2022 19:30,Бавария,1,Боруссия М,1,3.27,0.77,35.0,5.0,20.0,3.0,2.0,19.0,63.0,37.0,14.0,1.0,14.0,7.0,7.0,0.0,4.0,2.0,0.0,0.0,155.0,49.0,108.0,7.0,612.0,281.0,90.0,70.0,2.0,19.0,19.0,12.0,35.0,4.0,+22°C,солнечно,"21.08.22, 18:30",20.0,4.0,4.0,0.0,1.0,"19.08.22, 21:30",16.0,3.2,3.0,2.0,0.0,1.21,9.6,14.0,4.75,1.13
174,1737009,"Бундеслига, 4-й тур, регулярный сезон, 28.08.2022 18:30",28.08.2022 18:30,Вердер,3,Айнтрахт Франкфурт,4,1.79,1.46,10.0,12.0,4.0,7.0,3.0,1.0,55.0,45.0,5.0,7.0,17.0,17.0,3.0,5.0,1.0,3.0,0.0,0.0,113.0,96.0,35.0,43.0,461.0,352.0,80.0,77.0,16.0,16.0,14.0,26.0,12.0,16.0,+20°C,солнечно,"20.08.22, 16:30",15.0,3.0,3.0,2.0,0.0,"21.08.22, 16:30",7.0,1.4,1.0,2.0,2.0,2.38,3.54,3.02,2.29,1.67
175,1737010,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",27.08.2022 16:30,РБ Лейпциг,2,Вольфсбург,0,3.9,0.67,16.0,9.0,7.0,4.0,4.0,5.0,43.0,57.0,8.0,4.0,20.0,15.0,0.0,1.0,3.0,3.0,0.0,0.0,87.0,110.0,41.0,37.0,356.0,493.0,79.0,84.0,12.0,20.0,22.0,18.0,17.0,17.0,+22°C,солнечно,"20.08.22, 19:30",7.0,1.4,0.0,2.0,3.0,"20.08.22, 16:30",6.0,1.2,2.0,2.0,1.0,1.6,4.5,5.3,2.36,1.53
176,1737011,"Бундеслига, 4-й тур, регулярный сезон, 26.08.2022 21:30",26.08.2022 21:30,Фрайбург,1,Бохум,0,4.54,1.94,28.0,15.0,12.0,5.0,5.0,11.0,49.0,51.0,2.0,5.0,15.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,123.0,104.0,82.0,69.0,339.0,395.0,73.0,75.0,11.0,13.0,28.0,18.0,17.0,23.0,+27°C,солнечно,"20.08.22, 16:30",11.0,2.2,3.0,1.0,1.0,"21.08.22, 18:30",12.0,2.4,2.0,0.0,3.0,1.52,4.65,6.15,2.32,1.65
177,1737012,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",27.08.2022 16:30,Хоффенхайм,1,Аугсбург,0,3.12,0.66,24.0,12.0,6.0,1.0,1.0,5.0,51.0,49.0,4.0,6.0,14.0,9.0,3.0,2.0,1.0,1.0,0.0,0.0,119.0,103.0,40.0,31.0,374.0,368.0,81.0,77.0,9.0,15.0,18.0,29.0,18.0,20.0,+22°C,солнечно,"20.08.22, 16:30",12.0,2.4,4.0,0.0,1.0,"20.08.22, 16:30",9.0,1.8,2.0,0.0,3.0,1.42,5.35,6.9,2.85,1.38
178,1737013,"Бундеслига, 4-й тур, регулярный сезон, 28.08.2022 16:30",28.08.2022 16:30,Кёльн,0,Штутгарт,0,0.34,1.73,6.0,13.0,2.0,5.0,5.0,2.0,60.0,40.0,6.0,8.0,14.0,12.0,1.0,0.0,2.0,2.0,0.0,1.0,112.0,86.0,53.0,40.0,449.0,244.0,84.0,78.0,8.0,13.0,32.0,26.0,23.0,21.0,+24°C,солнечно,"25.08.22, 20:00",10.0,2.0,2.0,2.0,1.0,"24.08.22, 16:00",7.0,1.4,2.0,2.0,1.0,2.38,3.66,2.93,2.08,1.8
179,1737014,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",03.09.2022 16:30,Унион Берлин,1,Бавария,1,0.54,1.27,10.0,21.0,3.0,6.0,5.0,2.0,33.0,67.0,5.0,7.0,19.0,7.0,0.0,2.0,1.0,2.0,0.0,0.0,65.0,180.0,42.0,55.0,202.0,695.0,60.0,90.0,9.0,17.0,18.0,18.0,18.0,18.0,+23°C,солнечно,"27.08.22, 16:30",12.0,2.4,3.0,2.0,0.0,"31.08.22, 21:46",21.0,4.2,4.0,1.0,0.0,8.0,5.75,1.42,2.66,1.43
180,1737016,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",03.09.2022 16:30,Байер,2,Фрайбург,3,1.51,2.04,15.0,5.0,6.0,3.0,0.0,4.0,48.0,52.0,8.0,4.0,15.0,10.0,2.0,1.0,2.0,2.0,0.0,0.0,97.0,75.0,43.0,16.0,435.0,428.0,85.0,83.0,11.0,17.0,19.0,15.0,19.0,13.0,+27°C,солнечно,"27.08.22, 16:30",7.0,1.4,1.0,0.0,4.0,"26.08.22, 21:30",9.0,1.8,4.0,0.0,1.0,1.85,3.84,4.25,2.22,1.6
181,1737017,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",03.09.2022 16:30,Вольфсбург,2,Кёльн,4,1.07,2.83,9.0,18.0,3.0,5.0,1.0,1.0,48.0,52.0,5.0,4.0,13.0,14.0,2.0,4.0,2.0,1.0,0.0,0.0,105.0,90.0,53.0,46.0,394.0,388.0,77.0,79.0,17.0,15.0,33.0,17.0,24.0,17.0,+21°C,солнечно,"27.08.22, 16:30",5.0,1.0,1.0,2.0,2.0,"28.08.22, 16:30",7.0,1.4,1.0,3.0,1.0,2.2,3.55,3.34,2.08,1.8
182,1737018,"Бундеслига, 5-й тур, регулярный сезон, 04.09.2022 18:30",04.09.2022 18:30,Боруссия М,0,Майнц,1,2.11,1.01,13.0,12.0,3.0,5.0,4.0,3.0,56.0,44.0,4.0,8.0,8.0,15.0,3.0,5.0,1.0,4.0,1.0,0.0,97.0,105.0,40.0,52.0,435.0,352.0,83.0,83.0,18.0,10.0,22.0,16.0,13.0,33.0,+23°C,солнечно,"27.08.22, 19:30",16.0,3.2,3.0,2.0,0.0,"27.08.22, 16:30",7.0,1.4,3.0,1.0,1.0,2.35,3.72,2.93,2.16,1.74
183,1737019,"Бундеслига, 5-й тур, регулярный сезон, 02.09.2022 21:30",02.09.2022 21:30,Боруссия Дортмунд,1,Хоффенхайм,0,2.11,0.54,16.0,7.0,5.0,2.0,2.0,4.0,50.0,50.0,5.0,8.0,14.0,15.0,2.0,2.0,3.0,4.0,0.0,0.0,95.0,90.0,79.0,67.0,449.0,451.0,83.0,83.0,18.0,15.0,17.0,27.0,17.0,26.0,+21°C,солнечно,"27.08.22, 16:30",8.0,1.6,3.0,1.0,1.0,"27.08.22, 16:30",10.0,2.0,4.0,0.0,1.0,1.83,4.25,3.94,2.56,1.46
184,1737020,"Бундеслига, 5-й тур, регулярный сезон, 04.09.2022 16:30",04.09.2022 16:30,Аугсбург,0,Герта,2,0.46,2.18,8.0,16.0,2.0,6.0,4.0,2.0,46.0,54.0,5.0,1.0,12.0,15.0,3.0,3.0,2.0,1.0,0.0,0.0,78.0,104.0,41.0,56.0,330.0,361.0,74.0,85.0,16.0,11.0,29.0,26.0,17.0,17.0,+22°C,переменная облачность,"27.08.22, 16:30",7.0,1.4,2.0,0.0,3.0,"27.08.22, 16:30",6.0,1.2,0.0,1.0,4.0,2.6,3.4,2.81,2.1,1.78
185,1737021,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",03.09.2022 16:30,Штутгарт,1,Шальке,1,0.86,1.8,13.0,13.0,3.0,4.0,3.0,2.0,48.0,52.0,5.0,7.0,11.0,10.0,2.0,1.0,4.0,2.0,1.0,0.0,91.0,98.0,36.0,35.0,364.0,477.0,75.0,78.0,11.0,13.0,16.0,20.0,15.0,25.0,+22°C,солнечно,"28.08.22, 16:30",6.0,1.2,1.0,3.0,1.0,"27.08.22, 16:30",9.0,1.8,1.0,2.0,2.0,1.71,4.15,4.8,2.19,1.72
186,1737022,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",03.09.2022 16:30,Бохум,0,Вердер,2,1.41,2.67,19.0,16.0,6.0,6.0,4.0,6.0,52.0,48.0,7.0,3.0,15.0,10.0,3.0,6.0,2.0,2.0,0.0,0.0,94.0,95.0,66.0,41.0,288.0,303.0,71.0,72.0,13.0,17.0,23.0,21.0,28.0,14.0,+21°C,солнечно,"26.08.22, 21:30",6.0,1.2,1.0,0.0,4.0,"28.08.22, 18:30",12.0,2.4,2.0,2.0,1.0,3.05,3.8,2.25,2.29,1.67
187,1737023,"Кубок Германии, 1/4 финала, 05.04.2023 21:45",05.04.2023 21:45,РБ Лейпциг,2,Боруссия Дортмунд,0,20.0,2.0,11.0,1.0,3.0,0.0,1.0,9.0,45.0,55.0,9.0,1.0,9.0,7.0,2.0,0.0,2.0,4.0,0.0,0.0,111.0,106.0,52.0,28.0,493.0,596.0,79.0,84.0,7.0,11.0,22.0,32.0,20.0,9.0,+22°C,солнечно,"01.04, 16:30",4.0,0.8,1.0,0.0,4.0,"01.04, 19:30",12.0,2.4,2.0,1.0,2.0,2.03,3.92,3.94,2.15,1.86
188,1737024,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Герта,2,Байер,2,2.51,1.79,17.0,11.0,6.0,5.0,3.0,4.0,46.0,54.0,3.0,5.0,15.0,16.0,1.0,0.0,3.0,1.0,0.0,0.0,113.0,98.0,40.0,38.0,305.0,456.0,78.0,81.0,12.0,14.0,14.0,23.0,14.0,18.0,+23°C,солнечно,"04.09.22, 16:30",4.0,0.8,1.0,1.0,3.0,"07.09.22, 22:00",6.0,1.2,1.0,0.0,4.0,3.92,4.1,1.87,2.36,1.53
189,1737025,"Бундеслига, 6-й тур, регулярный сезон, 11.09.2022 16:30",11.09.2022 16:30,Кёльн,0,Унион Берлин,1,0.88,1.36,7.0,12.0,2.0,3.0,2.0,2.0,53.0,47.0,7.0,8.0,15.0,12.0,1.0,1.0,4.0,1.0,1.0,0.0,106.0,103.0,50.0,55.0,405.0,351.0,84.0,77.0,11.0,13.0,25.0,25.0,23.0,18.0,+24°C,солнечно,"08.09.22, 20:40",9.0,1.8,2.0,3.0,0.0,"08.09.22, 19:45",9.0,1.8,2.0,2.0,1.0,2.48,3.38,2.97,1.89,1.97
190,1737026,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Хоффенхайм,4,Майнц,1,4.9,1.15,21.0,10.0,9.0,2.0,1.0,5.0,62.0,38.0,7.0,5.0,9.0,13.0,2.0,1.0,3.0,2.0,0.0,1.0,142.0,78.0,43.0,32.0,572.0,308.0,89.0,75.0,11.0,10.0,17.0,23.0,20.0,11.0,+22°C,солнечно,"02.09.22, 21:30",8.0,1.6,3.0,0.0,2.0,"04.09.22, 18:30",5.0,1.0,3.0,1.0,1.0,2.46,3.55,2.88,2.21,1.71
191,1737027,"Бундеслига, 6-й тур, регулярный сезон, 11.09.2022 18:30",11.09.2022 18:30,Фрайбург,0,Боруссия М,0,1.1,1.31,13.0,14.0,8.0,5.0,5.0,8.0,42.0,58.0,7.0,6.0,13.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,108.0,93.0,67.0,32.0,399.0,540.0,79.0,87.0,6.0,15.0,17.0,13.0,23.0,14.0,+27°C,солнечно,"08.09.22, 22:00",8.0,1.6,4.0,0.0,1.0,"04.09.22, 18:30",7.0,1.4,2.0,2.0,1.0,2.2,3.8,3.52,2.41,1.7
192,1737028,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Айнтрахт Франкфурт,0,Вольфсбург,1,0.93,0.95,11.0,6.0,0.0,3.0,2.0,0.0,61.0,39.0,10.0,5.0,16.0,13.0,3.0,2.0,2.0,4.0,0.0,0.0,126.0,61.0,51.0,23.0,523.0,296.0,83.0,73.0,13.0,19.0,24.0,18.0,26.0,13.0,+24°C,солнечно,"07.09.22, 19:45",10.0,2.0,2.0,2.0,1.0,"03.09.22, 16:30",4.0,0.8,0.0,2.0,3.0,1.88,3.86,4.1,2.26,1.68
193,1737029,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 19:30",10.09.2022 19:30,Шальке,3,Бохум,1,1.88,0.8,20.0,9.0,8.0,2.0,1.0,5.0,48.0,52.0,3.0,8.0,12.0,16.0,1.0,2.0,2.0,3.0,0.0,0.0,93.0,101.0,30.0,47.0,316.0,380.0,74.0,70.0,16.0,13.0,21.0,22.0,15.0,36.0,+23°C,солнечно,"03.09.22, 16:30",5.0,1.0,0.0,3.0,2.0,"03.09.22, 16:30",3.0,0.6,0.0,0.0,5.0,2.09,3.8,3.4,2.24,1.69
194,1737030,"Бундеслига, 6-й тур, регулярный сезон, 09.09.2022 21:30",09.09.2022 21:30,Вердер,0,Аугсбург,1,2.18,1.61,11.0,14.0,6.0,5.0,4.0,6.0,60.0,40.0,3.0,7.0,12.0,12.0,1.0,4.0,4.0,5.0,0.0,0.0,120.0,91.0,38.0,35.0,493.0,204.0,79.0,49.0,11.0,12.0,20.0,27.0,17.0,15.0,+20°C,солнечно,"03.09.22, 16:30",12.0,2.4,2.0,2.0,1.0,"04.09.22, 16:30",3.0,0.6,1.0,0.0,4.0,1.5,4.75,6.3,2.45,1.59
195,1737031,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Бавария,2,Штутгарт,2,2.02,1.44,18.0,8.0,7.0,3.0,1.0,5.0,63.0,37.0,3.0,0.0,11.0,9.0,2.0,0.0,2.0,5.0,0.0,0.0,132.0,97.0,46.0,26.0,613.0,277.0,90.0,79.0,6.0,11.0,20.0,21.0,8.0,9.0,+22°C,солнечно,"07.09.22, 22:00",16.0,3.2,3.0,2.0,0.0,"03.09.22, 16:30",6.0,1.2,1.0,3.0,1.0,1.23,7.3,11.75,3.48,1.27
196,1737032,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",17.09.2022 16:30,Аугсбург,1,Бавария,0,1.95,3.01,9.0,21.0,4.0,7.0,7.0,3.0,32.0,68.0,2.0,8.0,16.0,9.0,2.0,1.0,3.0,1.0,0.0,0.0,91.0,123.0,42.0,72.0,154.0,643.0,51.0,84.0,10.0,18.0,17.0,20.0,9.0,26.0,+22°C,переменная облачность,"09.09.22, 21:30",4.0,0.8,2.0,0.0,3.0,"13.09.22, 22:00",12.0,2.4,3.0,2.0,0.0,14.25,8.6,1.18,3.98,1.19
197,1737033,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 19:30",17.09.2022 19:30,Боруссия М,3,РБ Лейпциг,0,3.24,1.27,21.0,13.0,10.0,6.0,6.0,7.0,47.0,53.0,8.0,3.0,14.0,14.0,0.0,2.0,2.0,2.0,0.0,0.0,89.0,105.0,41.0,57.0,420.0,506.0,82.0,85.0,16.0,13.0,21.0,19.0,11.0,21.0,+23°C,солнечно,"11.09.22, 18:30",4.0,0.8,1.0,3.0,1.0,"14.09.22, 22:00",12.0,2.4,2.0,0.0,3.0,3.2,3.94,2.3,2.35,1.73
198,1737034,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 20:30",18.09.2022 20:30,Хоффенхайм,0,Фрайбург,0,1.13,0.82,10.0,14.0,3.0,4.0,4.0,3.0,52.0,48.0,5.0,3.0,15.0,9.0,4.0,2.0,1.0,2.0,0.0,0.0,98.0,118.0,38.0,60.0,451.0,466.0,84.0,84.0,10.0,18.0,16.0,17.0,19.0,16.0,+22°C,солнечно,"10.09.22, 16:30",11.0,2.2,4.0,0.0,1.0,"15.09.22, 19:45",9.0,1.8,4.0,1.0,0.0,2.25,3.52,3.26,2.05,1.7
199,1737035,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 18:30",18.09.2022 18:30,Бохум,1,Кёльн,1,0.27,2.03,7.0,18.0,0.0,3.0,2.0,0.0,39.0,61.0,4.0,8.0,12.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,82.0,156.0,18.0,75.0,281.0,526.0,70.0,85.0,9.0,11.0,20.0,32.0,7.0,46.0,+21°C,солнечно,"10.09.22, 19:30",3.0,0.6,0.0,0.0,5.0,"15.09.22, 22:00",9.0,1.8,2.0,2.0,1.0,3.35,3.9,2.08,2.39,1.62
200,1737036,"Кубок Германии, 1/2 финала, 03.05.2023 21:45",03.05.2023 21:45,Штутгарт,2,Айнтрахт Франкфурт,3,13.0,11.0,7.0,4.0,3.0,1.0,1.0,5.0,54.0,46.0,3.0,6.0,18.0,14.0,4.0,0.0,6.0,4.0,1.0,0.0,117.0,89.0,44.0,43.0,512.0,435.0,84.0,80.0,14.0,21.0,17.0,15.0,19.0,18.0,+22°C,солнечно,"29.04, 16:30",10.0,2.0,3.0,2.0,0.0,"29.04, 16:30",5.0,1.0,1.0,2.0,2.0,2.6,3.25,2.7,1.8,1.98
201,1737037,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 16:30",18.09.2022 16:30,Унион Берлин,2,Вольфсбург,0,1.57,0.23,16.0,5.0,4.0,0.0,0.0,2.0,50.0,50.0,4.0,1.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,109.0,110.0,48.0,21.0,434.0,479.0,82.0,84.0,3.0,18.0,25.0,24.0,22.0,5.0,+23°C,солнечно,"15.09.22, 22:00",8.0,1.6,2.0,1.0,2.0,"10.09.22, 16:30",3.0,0.6,1.0,1.0,3.0,2.16,3.28,3.74,1.73,2.18
