,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Матчи 1,Матчи 2,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2
0,1736825,"Бундеслига, 1-й тур, регулярный сезон, 05.08.2022 21:35",05.08.2022 21:35,Айнтрахт Франкфурт,1,Бавария,6,+29°C,солнечно,6.5,5.4,1.51,2.92,1.36,10,10,(94) 3.9,6.0 (143),60%   6,5   50%,30%   3,3   30%,10%   1,2   20%,18,24,7,15,1.80,2.40,0.70,1.50,50%   5,2   20%,40%   4,7   70%,40%   4,7   70%,60%   6,3   30%,12.75,16.00,9.50,12.00,5.25,6.00,4.13,3.60,50.00,62.90,50.00,37.10,5.25,5.40,3.25,4.10,10.43,10.70,6.29,11.40,1.67,2.80,2.00,2.50,0.88,1.90,1.00,1.50,0,0.10,0.25,0
1,1736826,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 19:30",06.08.2022 19:30,Боруссия Дортмунд,1,Байер,0,+27°C,солнечно,2.13,4.1,3.45,2.73,1.41,10,10,(168) 7.0,7.0 (169),60%   6,6   60%,10%   1,1   10%,30%   3,3   30%,23,23,13,12,2.30,2.30,1.30,1.20,30%   3,2   20%,60%   6,6   60%,70%   7,6   60%,30%   3,4   40%,12.75,11.00,6.25,8.22,6.38,5.11,2.63,2.89,56.00,51.50,44.00,48.50,6.57,5.44,2.29,4.67,9.63,12.57,12.50,10.86,2.63,1.83,1.63,1.00,0.75,0.89,1.25,1.00,0,0,0,0
2,1736827,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",06.08.2022 16:30,Унион Берлин,3,Герта,1,+28°C,солнечно,1.87,3.72,4.3,1.92,1.94,10,10,(115) 4.8,5.8 (139),80%   8,5   50%,10%   1,1   10%,10%   1,4   40%,23,23,11,12,2.30,2.30,1.10,1.20,20%   2,4   40%,70%   7,5   50%,70%   7,5   50%,30%   3,5   50%,9.40,11.25,6.40,6.50,5.60,6.50,2.40,4.25,45.67,50.00,54.33,50.00,4.80,5.25,2.60,5.75,12.00,12.25,15.80,16.50,1.00,6.00,0.67,2.00,1.20,1.75,0.80,0.75,0,0.25,0,0
3,1736828,"Бундеслига, 1-й тур, регулярный сезон, 07.08.2022 18:30",07.08.2022 18:30,Кёльн,3,Шальке,1,+30°C,солнечно,2.08,3.64,3.58,2.05,1.7,10,10,(192) 8.0,7.1 (171),50%   5,6   60%,10%   1,2   20%,40%   4,2   20%,32,26,10,10,3.20,2.60,1.00,1.00,30%   3,5   50%,60%   6,5   50%,70%   7,7   70%,30%   3,3   30%,13.50,12.80,8.83,6.20,5.83,6.60,4.33,4.40,57.60,54.00,42.40,46.00,8.67,5.60,4.33,4.40,13.20,11.20,16.00,13.00,2.00,1.33,1.40,2.50,2.00,0.40,1.67,0,0,0,0,0
4,1736829,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",06.08.2022 16:30,Боруссия М,3,Хоффенхайм,1,+27°C,солнечно,2.07,3.78,3.48,2.73,1.41,10,10,(142) 5.9,5.9 (142),50%   5,5   50%,40%   4,2   20%,10%   1,3   30%,34,23,12,19,3.40,2.30,1.20,1.90,10%   1,4   40%,90%   9,6   60%,60%   6,7   70%,40%   4,3   30%,9.71,11.40,10.86,12.80,6.00,5.00,4.86,6.60,53.50,53.80,46.00,46.20,4.29,6.20,6.57,5.60,14.00,11.60,9.50,9.60,1.67,2.40,2.33,2.00,0.29,2.00,0.57,1.40,0,0,0,0
5,1736830,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",06.08.2022 16:30,Вольфсбург,2,Вердер,2,+27°C,солнечно,2.11,3.55,3.58,2.08,1.8,10,10,(147) 6.1,4.8 (116),60%   6,6   60%,30%   3,1   10%,10%   1,3   30%,25,23,12,12,2.50,2.30,1.20,1.20,30%   3,3   30%,70%   7,7   70%,60%   6,8   80%,40%   4,2   20%,9.00,5.20,15.20,3.80,4.00,5.20,6.40,3.80,49.25,56.20,50.75,43.80,6.20,4.60,8.00,5.00,9.00,12.40,12.75,11.80,1.33,2.60,2.25,3.40,1.20,0.20,1.80,0,0,0,0,0
6,1736831,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",06.08.2022 16:30,Бохум,1,Майнц,2,+27°C,солнечно,3.34,3.52,2.21,2.0,1.86,10,10,(169) 7.0,5.8 (140),60%   6,5   50%,20%   2,3   30%,20%   2,2   20%,22,16,14,11,2.20,1.60,1.40,1.10,20%   2,4   40%,70%   7,4   40%,60%   6,6   60%,40%   4,4   40%,4.50,11.50,3.00,8.88,4.00,3.88,1.50,3.25,66.00,48.17,34.00,51.83,3.50,4.50,1.50,3.50,5.00,13.83,12.00,13.67,2.00,2.00,5.00,1.50,1.00,1.25,1.00,1.50,0,0.13,0,0
7,1736832,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",06.08.2022 16:30,Аугсбург,0,Фрайбург,4,+28°C,переменная облачность,3.5,3.56,2.13,1.96,1.9,10,10,(142) 5.9,5.9 (142),40%   4,5   50%,20%   2,2   20%,40%   4,3   30%,21,17,15,14,2.10,1.70,1.50,1.40,30%   3,4   40%,50%   5,6   60%,70%   7,6   60%,30%   3,4   40%,9.50,17.00,10.00,12.00,3.50,4.50,5.25,5.50,47.25,53.50,52.75,46.50,3.75,6.25,4.25,5.25,15.50,14.25,13.50,12.25,1.25,1.50,1.50,1.25,1.75,2.50,2.25,2.75,0,0,0,0.50
8,1736833,"Бундеслига, 1-й тур, регулярный сезон, 07.08.2022 16:30",07.08.2022 16:30,Штутгарт,1,РБ Лейпциг,1,+29°C,умеренный или сильный ливневый дождь,3.92,3.74,1.95,2.13,1.76,10,10,(212) 8.8,7.8 (186),60%   6,4   40%,30%   3,1   10%,10%   1,5   50%,23,16,12,21,2.30,1.60,1.20,2.10,20%   2,2   20%,70%   7,7   70%,60%   6,7   70%,40%   4,3   30%,13.14,9.90,11.00,9.80,6.43,4.90,3.14,4.20,45.50,54.78,54.50,45.22,5.14,4.10,6.43,3.50,10.57,11.78,12.00,11.78,1.33,2.11,1.83,2.11,1.86,1.10,1.86,2.20,0.14,0.20,0.14,0.10
9,1736834,"Бундеслига, 2-й тур, регулярный сезон, 14.08.2022 18:30",14.08.2022 18:30,Бавария,2,Вольфсбург,0,+28°C,солнечно,1.16,9.5,15.25,4.55,1.17,10,10,(211) 8.8,8.0 (193),50%   5,6   60%,30%   3,3   30%,20%   2,1   10%,29,26,16,13,2.90,2.60,1.60,1.30,10%   1,3   30%,80%   8,7   70%,80%   8,7   70%,20%   2,3   30%,17.00,8.60,12.20,10.20,6.60,3.60,3.70,4.80,62.50,52.75,37.50,40.75,5.70,4.80,4.30,5.60,10.80,9.00,10.20,12.75,2.80,1.67,2.60,2.75,1.80,1.20,1.50,1.40,0.10,0,0,0
