,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2,тотал,country
949,15346041,"Лига 1, 32-й тур, регулярный сезон, 17.04.2022 16:00",2022-04-17 16:00:00,Монпелье,0,Реймс,0,25,солнечно,2.41,3.15,3.26,1.95,1.95,6.7,7.9,2,3,1,3,7,4,8,13,15,9,0.8,1.3,1.5,0.9,3,3,4,5,3,3,7,7,9.2,9.9,17.7,14.2,3.5,4.1,6.2,4.4,48.1,42.8,51.9,57.2,5.5,4.0,6.3,5.1,10.0,9.9,12.3,13.3,1.8,2.78,1.2,0.67,1.6,1.0,2.0,1.7,0.3,0.3,0.1,0.3,0,Лига
950,15346042,"Лига 1, 32-й тур, регулярный сезон, 17.04.2022 16:00",2022-04-17 16:00:00,Нант,1,Анже,1,21,солнечно,2.04,3.44,3.88,1.69,2.3,7.0,7.0,6,1,2,1,2,8,14,7,8,17,1.4,0.7,0.8,1.7,4,1,4,4,3,3,7,7,11.4,10.0,10.4,12.4,4.0,3.3,4.0,3.9,47.7,47.6,52.3,52.4,5.2,4.7,5.2,5.3,14.5,13.0,10.8,10.8,1.1,1.7,1.6,3.1,1.4,2.2,2.1,1.4,0.0,0.2,0.4,0.1,2,Лига
951,15346043,"Лига 1, 32-й тур, регулярный сезон, 17.04.2022 14:00",2022-04-17 14:00:00,Ницца,2,Лорьян,1,24,солнечно,1.64,4.15,5.3,2.07,1.84,6.8,8.6,4,4,3,2,3,4,10,15,9,16,1.0,1.5,0.9,1.6,5,5,3,4,3,4,7,6,10.2,12.3,12.5,11.1,3.8,5.1,4.2,4.0,46.3,43.0,53.7,57.0,4.1,4.2,5.5,4.9,11.1,13.1,10.8,13.3,1.2,1.6,1.6,1.0,1.6,1.6,1.4,2.1,0.5,0.0,0.1,0.3,3,Лига
952,15346044,"Лига 1, 32-й тур, регулярный сезон, 17.04.2022 21:45",2022-04-17 21:45:00,ПСЖ,2,Марсель,1,21,пасмурно,1.44,5.65,7.6,2.82,1.41,7.9,2.9,6,8,0,1,4,1,21,20,13,9,2.1,2.0,1.3,0.9,3,2,5,7,7,6,3,4,14.8,12.3,12.3,7.4,6.1,5.5,4.8,3.0,61.4,59.6,38.6,40.4,5.1,6.3,3.3,3.1,9.3,12.3,12.6,12.6,2.4,1.6,2.1,3.1,2.5,2.2,2.1,2.4,0.0,0.1,0.0,0.1,3,Лига
953,15346045,"Лига 1, 32-й тур, регулярный сезон, 15.04.2022 22:00",2022-04-15 22:00:00,Ренн,2,Монако,3,21,солнечно,2.12,3.84,3.72,2.41,1.7,6.1,5.2,7,4,1,2,2,4,26,13,13,11,2.6,1.3,1.3,1.1,1,2,7,6,6,5,4,5,12.8,11.9,8.4,12.7,5.3,4.2,2.9,4.1,54.8,53.8,45.2,46.2,5.7,7.1,5.9,4.6,11.0,11.5,11.9,10.1,1.9,2.6,2.0,1.2,1.6,1.5,2.2,1.4,0.0,0.2,0.0,0.0,5,Лига
954,15346046,"Лига 1, 32-й тур, регулярный сезон, 16.04.2022 18:00",2022-04-16 18:00:00,Сент-Этьен,2,Брест,1,13,солнечно,2.22,3.38,3.42,1.87,2.03,7.8,6.0,3,3,3,2,4,5,14,11,19,14,1.4,1.1,1.9,1.4,2,1,7,5,6,3,4,7,11.7,10.0,10.4,12.3,4.1,3.3,4.9,4.6,52.3,47.7,47.7,52.3,4.5,3.9,4.0,4.8,12.5,12.0,11.6,12.3,0.7,0.8,2.4,2.4,1.7,1.7,1.9,2.1,0.1,0.1,0.0,0.0,3,Лига
955,15346047,"Лига 1, 32-й тур, регулярный сезон, 17.04.2022 16:00",2022-04-17 16:00:00,Труа,1,Страсбур,1,18,переменная облачность,3.94,3.24,2.1,1.66,2.36,7.0,6.8,3,4,3,5,4,1,10,11,15,8,1.0,1.1,1.5,0.8,4,6,6,4,4,2,6,8,9.4,13.3,9.9,9.2,2.8,4.1,3.3,2.2,44.7,49.6,55.3,50.4,4.6,4.8,4.9,4.4,12.6,11.0,13.2,11.7,1.7,2.0,1.2,0.9,2.1,2.0,2.1,2.0,0.1,0.0,0.1,0.2,2,Лига
956,15346048,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 22:00",2022-04-20 22:00:00,Анже,0,ПСЖ,3,23,переменная облачность,6.35,4.65,1.5,2.36,1.66,3.2,3.0,1,6,2,0,7,4,8,22,17,14,0.8,2.2,1.7,1.4,1,2,5,6,3,8,7,2,10.3,14.3,14.0,11.3,3.2,6.3,4.1,4.8,46.3,59.2,53.7,40.8,4.9,4.9,6.6,3.4,13.3,9.6,10.7,12.8,1.6,2.8,3.0,2.2,2.2,2.9,1.7,2.1,0.2,0.0,0.1,0.0,3,Лига
957,15346049,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 20:00",2022-04-20 20:00:00,Бордо,2,Сент-Этьен,2,28,солнечно,2.44,3.42,2.98,2.08,1.83,3.0,4.0,2,4,3,3,5,3,10,16,20,19,1.0,1.6,2.0,1.9,1,2,6,8,5,7,5,3,13.22,11.8,11.78,10.4,4.56,4.2,4.44,4.9,49.33,49.3,50.67,50.7,4.78,4.8,4.78,4.1,13.44,12.4,9.89,11.6,1.22,0.8,2.67,2.4,2.67,1.7,1.33,2.0,0.11,0.1,0.44,0.0,4,Лига
958,15346050,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 22:00",2022-04-20 22:00:00,Брест,2,Лион,1,18,пасмурно,4.3,4.15,1.77,2.42,1.63,4.1,3.1,3,4,2,4,5,2,12,19,14,14,1.2,1.9,1.4,1.4,1,2,6,7,4,5,6,5,9.6,14.4,12.2,10.7,3.4,4.4,4.7,4.5,48.6,60.6,51.4,39.4,3.5,4.0,5.0,4.9,11.5,10.4,12.6,12.2,0.9,2.1,2.5,2.0,1.6,1.0,2.1,1.8,0.1,0.0,0.0,0.1,3,Лига
959,15346051,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 22:00",2022-04-20 22:00:00,Ланс,2,Монпелье,0,20,пасмурно,1.44,4.45,8.4,2.18,1.76,4.0,3.2,5,2,2,2,3,6,14,7,10,14,1.4,0.7,1.0,1.4,2,4,5,3,5,3,5,7,11.9,10.3,10.8,16.4,4.0,3.5,3.7,6.4,50.9,50.9,49.1,49.1,4.6,6.3,4.3,5.3,11.4,10.3,11.3,12.7,1.8,1.5,0.7,1.0,1.8,1.6,2.1,2.2,0.2,0.3,0.3,0.1,2,Лига
960,15346052,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 20:00",2022-04-20 20:00:00,Лорьян,1,Метц,0,17,переменная облачность,1.55,4.25,6.3,1.94,1.96,3.2,3.1,4,1,2,4,4,5,14,7,14,15,1.4,0.7,1.4,1.5,5,4,4,5,4,4,6,6,11.4,7.67,11.4,15.0,4.6,2.0,3.4,4.11,42.1,43.44,57.9,56.56,3.7,2.78,4.7,7.56,13.3,12.67,13.1,11.56,1.9,1.22,1.0,1.67,1.7,2.33,2.0,1.78,0.0,0.33,0.3,0.11,1,Лига
961,15346053,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 22:00",2022-04-20 22:00:00,Марсель,3,Нант,2,21,солнечно,1.6,4.55,6.35,2.18,1.84,3.0,3.2,8,5,0,3,2,2,20,13,10,9,2.0,1.3,1.0,0.9,2,3,7,5,7,3,3,7,11.8,12.7,7.2,10.6,5.3,4.2,3.0,3.7,59.6,48.8,40.4,51.2,5.9,6.1,3.0,5.4,12.7,14.1,12.7,10.6,2.0,1.2,3.4,1.4,2.0,1.8,2.5,2.0,0.1,0.0,0.1,0.4,5,Лига
962,15346054,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 20:00",2022-04-20 20:00:00,Монако,1,Ницца,0,23,солнечно,1.87,3.88,4.75,2.01,1.98,4.9,3.2,5,4,1,3,4,3,15,8,12,9,1.5,0.8,1.2,0.9,2,5,6,3,6,3,4,7,11.8,10.3,12.9,11.8,4.2,3.3,4.2,4.1,52.1,48.7,47.9,51.3,6.4,4.1,5.0,5.3,11.7,11.4,9.5,11.4,2.6,1.0,1.0,1.9,1.6,1.6,1.2,1.4,0.1,0.5,0.0,0.1,1,Лига
963,15346055,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 20:00",2022-04-20 20:00:00,Реймс,2,Лилль,1,18,солнечно,2.91,3.2,2.62,1.59,2.51,3.1,3.9,3,3,4,4,3,3,12,9,8,7,1.2,0.9,0.8,0.7,4,6,4,3,3,3,7,7,10.5,13.5,14.4,10.1,4.6,3.4,4.3,3.3,41.5,52.9,58.5,47.1,3.8,6.2,5.7,4.0,9.9,12.7,13.5,13.1,2.5,2.9,0.7,0.3,1.2,2.0,1.5,2.1,0.3,0.2,0.3,0.3,3,Лига
964,15346056,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 22:00",2022-04-20 22:00:00,Страсбур,2,Ренн,1,22,пасмурно,2.55,3.48,2.79,1.89,2.01,3.2,5.0,4,7,6,1,0,2,9,28,5,15,0.9,2.8,0.5,1.5,6,1,4,8,1,7,9,3,12.7,12.8,9.0,8.4,3.9,5.6,1.9,3.2,49.2,57.6,50.8,42.4,5.4,6.0,4.8,5.4,11.8,10.7,11.8,12.1,1.8,1.6,1.0,1.8,2.0,1.6,1.6,2.3,0.0,0.0,0.2,0.0,3,Лига
965,15346057,"Лига 1, 33-й тур, регулярный сезон, 20.04.2022 20:00",2022-04-20 20:00:00,Труа,0,Клермон,1,18,переменная облачность,2.34,3.44,3.12,1.83,2.08,3.1,3.1,3,2,4,2,3,6,10,10,14,22,1.0,1.0,1.4,2.2,4,2,6,6,3,5,7,5,9.4,11.3,10.1,11.5,2.5,3.1,3.4,5.0,42.8,47.1,57.2,52.9,4.8,4.0,5.5,4.5,11.7,10.3,13.5,12.0,1.8,1.6,1.0,1.8,1.9,1.8,2.2,1.3,0.1,0.2,0.1,0.1,1,Лига
966,15346058,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 16:00",2022-04-24 16:00:00,Клермон,2,Анже,2,25,солнечно,2.17,3.2,3.76,1.7,2.28,3.8,3.7,2,1,2,2,6,7,10,6,22,15,1.0,0.6,2.2,1.5,2,1,6,4,5,3,5,7,10.2,10.7,12.4,13.7,2.7,3.1,5.0,4.1,47.6,46.6,52.4,53.4,3.9,5.0,4.5,6.7,10.9,12.5,12.1,10.5,1.6,1.1,1.6,2.7,2.1,2.0,1.5,1.9,0.3,0.2,0.2,0.2,4,Лига
967,15346059,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 18:05",2022-04-24 18:05:00,Лилль,1,Страсбур,0,19,переменная облачность,2.9,3.26,2.85,1.73,2.36,3.9,3.8,3,4,3,6,4,0,10,10,9,6,1.0,1.0,0.9,0.6,5,5,4,5,4,2,6,8,14.2,12.7,10.4,9.1,3.8,4.1,3.7,2.0,52.5,47.8,47.5,52.2,5.4,4.9,4.5,4.6,12.5,12.7,13.1,12.1,2.9,2.0,0.4,1.0,1.9,1.8,1.8,1.5,0.1,0.0,0.2,0.2,1,Лига
968,15346060,"Лига 1, 34-й тур, регулярный сезон, 23.04.2022 18:00",2022-04-23 18:00:00,Лион,5,Монпелье,2,24,солнечно,1.38,5.55,7.5,2.94,1.38,2.8,2.8,3,2,4,2,3,6,16,6,15,13,1.6,0.6,1.5,1.3,2,4,7,2,5,2,5,8,14.7,10.9,10.1,14.9,4.2,3.7,4.2,6.1,60.9,52.0,39.1,48.0,3.9,6.6,4.3,4.7,10.2,10.9,12.8,12.7,2.3,1.4,2.0,1.0,1.2,1.6,1.9,2.2,0.0,0.3,0.1,0.1,7,Лига
969,15346061,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 16:00",2022-04-24 16:00:00,Метц,0,Брест,1,20,пасмурно,2.6,3.38,2.79,1.87,2.03,3.8,3.7,1,4,4,2,5,4,6,14,14,13,0.6,1.4,1.4,1.3,4,1,4,7,3,5,7,5,8.67,10.0,15.22,12.1,2.11,3.6,4.11,4.4,44.89,48.1,55.11,51.9,3.78,3.6,7.67,4.6,13.33,12.2,12.33,12.7,1.22,0.8,2.0,2.7,2.33,1.7,1.78,2.0,0.33,0.1,0.11,0.0,1,Лига
970,15346062,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 16:00",2022-04-24 16:00:00,Нант,5,Бордо,3,21,солнечно,2.11,3.6,3.48,2.18,1.76,3.7,3.8,4,2,3,4,3,4,14,10,12,19,1.4,1.0,1.2,1.9,2,1,6,6,4,5,6,5,12.0,13.33,11.8,11.78,4.2,4.78,3.8,3.89,45.2,48.11,54.8,51.89,5.9,5.11,5.6,4.56,13.9,14.56,10.8,10.89,1.5,1.78,1.4,2.89,2.0,3.0,2.2,1.67,0.1,0.11,0.3,0.44,8,Лига
971,15346063,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 16:00",2022-04-24 16:00:00,Ницца,1,Труа,0,24,солнечно,1.49,4.5,6.85,2.03,1.87,3.8,3.8,4,3,3,3,3,4,8,10,8,15,0.8,1.0,0.8,1.5,5,3,3,6,3,3,7,7,11.7,10.1,12.3,9.8,3.4,2.6,4.0,3.5,49.9,43.1,50.1,56.9,5.0,4.7,5.6,5.0,11.6,12.0,12.2,13.6,1.1,1.7,1.7,1.0,1.7,2.1,1.9,2.4,0.5,0.2,0.1,0.2,1,Лига
972,15346064,"Лига 1, 34-й тур, регулярный сезон, 23.04.2022 22:00",2022-04-23 22:00:00,ПСЖ,1,Ланс,1,21,пасмурно,1.28,7.4,11.5,3.32,1.31,3.0,3.0,6,6,0,2,4,2,24,16,14,8,2.4,1.6,1.4,0.8,2,3,6,5,9,5,1,5,13.6,12.3,11.8,10.9,6.3,4.5,4.9,3.8,59.2,49.4,40.8,50.6,4.9,4.7,3.6,4.5,9.3,11.4,12.1,10.9,2.9,1.8,2.3,0.4,2.7,1.6,1.8,2.1,0.1,0.1,0.0,0.3,2,Лига
973,15346065,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 21:45",2022-04-24 21:45:00,Реймс,0,Марсель,1,18,солнечно,4.2,3.5,1.95,1.81,2.11,4.0,3.9,3,9,4,0,3,1,9,23,9,11,0.9,2.3,0.9,1.1,3,2,5,8,3,8,7,2,9.9,12.3,15.8,7.1,4.3,5.6,4.8,3.0,40.7,60.5,59.3,39.5,3.7,5.6,5.5,3.0,10.7,12.4,13.1,13.3,2.3,1.9,0.7,3.5,1.3,2.0,1.5,2.7,0.3,0.1,0.2,0.2,1,Лига
974,15346066,"Лига 1, 34-й тур, регулярный сезон, 24.04.2022 14:00",2022-04-24 14:00:00,Ренн,5,Лорьян,0,21,солнечно,1.36,5.35,8.5,2.36,1.56,3.6,3.7,6,4,1,2,3,4,25,13,16,14,2.5,1.3,1.6,1.4,1,5,8,4,7,4,3,6,12.2,12.1,9.3,12.6,5.1,4.8,3.6,3.9,57.6,42.7,42.4,57.3,6.1,4.5,4.9,5.5,10.7,13.2,12.1,13.7,1.4,1.9,1.9,1.0,1.7,1.9,2.0,1.9,0.0,0.0,0.0,0.2,5,Лига
975,15346067,"Лига 1, 34-й тур, регулярный сезон, 23.04.2022 20:00",2022-04-23 20:00:00,Сент-Этьен,1,Монако,4,13,солнечно,4.6,4.25,1.71,2.42,1.63,3.0,3.0,3,6,4,1,3,3,15,15,20,10,1.5,1.5,2.0,1.0,2,3,8,5,7,5,3,5,10.0,11.7,11.2,13.2,3.6,4.4,5.4,3.7,48.7,50.0,51.3,50.0,4.1,6.1,4.6,5.7,13.1,12.1,12.9,9.4,0.9,2.6,2.8,1.1,2.2,2.0,2.5,1.2,0.1,0.0,0.0,0.0,5,Лига
976,15346068,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 18:05",2022-05-01 18:05:00,Бордо,0,Ницца,1,28,солнечно,3.12,3.68,2.24,2.11,1.81,7.0,7.0,2,4,3,3,5,3,12,8,23,8,1.2,0.8,2.3,0.8,1,5,6,3,6,3,4,7,14.33,12.6,12.0,12.1,5.22,3.2,4.11,4.1,47.78,50.3,52.22,49.7,5.33,5.3,4.44,5.4,14.78,12.3,10.78,11.6,1.67,0.8,2.89,2.0,2.78,1.6,1.56,1.8,0.11,0.5,0.33,0.1,1,Лига
977,15346069,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 16:00",2022-05-01 16:00:00,Брест,2,Клермон,0,18,пасмурно,2.72,3.45,2.62,1.88,2.02,7.0,7.0,4,2,2,3,4,5,10,11,12,22,1.0,1.1,1.2,2.2,2,2,6,6,4,5,6,5,10.4,10.5,12.6,12.7,3.4,3.0,4.2,5.2,46.5,48.2,53.5,51.8,4.2,3.7,4.5,4.6,12.6,10.3,13.2,13.2,1.1,1.9,2.4,1.5,1.6,1.7,2.3,1.8,0.1,0.3,0.2,0.3,2,Лига
978,15346070,"Лига 1, 35-й тур, регулярный сезон, 30.04.2022 18:00",2022-04-30 18:00:00,Ланс,2,Нант,2,20,пасмурно,1.66,4.2,5.05,2.23,1.73,6.8,6.0,5,4,3,3,2,3,14,16,7,14,1.4,1.6,0.7,1.4,3,2,5,6,4,4,6,6,12.2,12.2,11.7,12.2,4.1,4.1,4.0,3.6,48.5,48.0,51.5,52.0,4.4,6.0,4.7,5.3,11.7,13.5,11.9,11.3,2.0,1.5,0.4,1.4,1.3,1.9,2.3,1.7,0.2,0.1,0.3,0.3,4,Лига
979,15346071,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 16:00",2022-05-01 16:00:00,Лорьян,1,Реймс,2,17,переменная облачность,2.21,3.38,3.44,1.64,2.2,7.0,6.7,4,3,1,4,5,3,13,9,19,9,1.3,0.9,1.9,0.9,4,3,4,5,5,3,5,7,12.8,10.2,12.1,16.1,4.9,4.2,4.2,4.8,43.3,39.6,56.7,60.4,4.7,3.5,4.5,5.4,13.1,11.3,12.9,12.1,2.1,2.3,0.9,0.9,1.7,1.4,1.7,1.5,0.0,0.2,0.3,0.2,3,Лига
980,15346072,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 21:45",2022-05-01 21:45:00,Марсель,0,Лион,3,21,солнечно,2.49,3.72,3.02,2.48,1.67,2.9,8.1,8,3,0,4,2,3,20,20,12,17,2.0,2.0,1.2,1.7,3,1,7,8,7,6,3,4,12.2,16.3,8.0,9.7,5.5,5.2,3.4,4.3,61.0,61.1,39.0,38.9,5.7,4.3,3.7,3.7,11.0,10.5,14.6,12.8,2.1,2.1,3.8,1.9,1.7,1.3,2.8,1.9,0.1,0.0,0.2,0.1,3,Лига
981,15346073,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 16:00",2022-05-01 16:00:00,Монако,2,Анже,0,23,солнечно,1.33,5.55,9.4,2.45,1.62,7.8,7.0,7,1,1,3,2,6,17,8,9,16,1.7,0.8,0.9,1.6,3,1,5,5,5,4,5,6,11.8,10.7,12.6,14.1,4.6,3.4,3.6,4.5,48.6,45.0,51.4,55.0,5.6,4.9,5.3,6.8,12.9,12.6,9.3,10.4,2.5,1.0,1.3,2.5,2.3,2.1,1.4,1.8,0.0,0.3,0.0,0.2,2,Лига
982,15346074,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 16:00",2022-05-01 16:00:00,Монпелье,2,Метц,2,25,солнечно,1.82,4.0,4.2,2.21,1.74,7.9,7.0,2,1,2,3,6,6,8,6,17,15,0.8,0.6,1.7,1.5,4,3,3,4,3,3,7,7,10.4,9.0,16.0,15.56,3.9,2.11,6.7,4.33,51.2,47.22,48.8,52.78,6.2,4.11,5.1,7.33,10.6,13.67,12.5,13.11,1.2,1.22,1.1,2.22,1.5,2.33,2.0,1.56,0.3,0.44,0.1,0.0,4,Лига
983,15346075,"Лига 1, 35-й тур, регулярный сезон, 30.04.2022 22:00",2022-04-30 22:00:00,Ренн,2,Сент-Этьен,0,21,солнечно,1.3,5.95,9.8,2.6,1.47,6.3,7.0,6,2,1,4,3,4,26,14,14,23,2.6,1.4,1.4,2.3,2,2,7,8,7,7,3,3,12.1,10.2,9.3,11.6,4.9,3.7,3.3,5.7,58.2,49.0,41.8,51.0,6.2,3.9,4.6,4.1,10.6,13.2,12.0,13.2,1.4,1.0,1.9,2.8,1.6,2.3,1.7,2.4,0.1,0.1,0.0,0.0,2,Лига
984,15346076,"Лига 1, 35-й тур, регулярный сезон, 29.04.2022 22:00",2022-04-29 22:00:00,Страсбур,3,ПСЖ,3,22,пасмурно,3.8,3.88,2.08,2.36,1.73,5.1,6.0,3,6,6,1,1,3,9,24,7,12,0.9,2.4,0.7,1.2,4,2,5,6,2,8,8,2,13.0,13.8,9.3,11.3,4.2,6.1,2.1,4.5,49.6,58.6,50.4,41.4,5.2,4.6,4.5,3.4,13.4,10.0,11.9,11.7,1.6,2.8,1.4,2.4,2.0,2.5,1.4,1.6,0.0,0.1,0.2,0.1,6,Лига
985,15346077,"Лига 1, 35-й тур, регулярный сезон, 01.05.2022 14:00",2022-05-01 14:00:00,Труа,3,Лилль,0,18,переменная облачность,3.34,3.44,2.23,1.8,2.12,6.9,6.8,3,4,3,3,4,3,9,11,11,7,0.9,1.1,1.1,0.7,3,6,5,4,2,4,8,6,10.5,13.8,10.4,10.7,2.7,3.9,3.3,3.6,42.8,52.2,57.2,47.8,4.5,5.2,5.6,4.7,12.0,13.7,14.1,13.9,1.7,3.4,1.1,0.6,2.1,2.0,2.4,2.0,0.2,0.1,0.2,0.2,3,Лига
986,15346078,"Лига 1, 36-й тур, регулярный сезон, 08.05.2022 16:00",2022-05-08 16:00:00,Анже,4,Бордо,1,23,переменная облачность,2.41,3.58,2.9,2.01,1.89,7.0,6.8,1,2,3,2,6,6,8,11,17,23,0.8,1.1,1.7,2.3,1,1,5,5,4,6,6,4,10.7,13.78,14.7,12.56,3.7,5.0,4.7,4.11,46.4,47.56,53.6,52.44,4.9,4.89,7.2,4.33,12.1,14.44,10.7,11.56,1.0,2.11,2.9,2.89,2.1,2.67,1.8,1.67,0.3,0.11,0.2,0.33,5,Лига
987,15346079,"Лига 1, 36-й тур, регулярный сезон, 07.05.2022 18:00",2022-05-07 18:00:00,Брест,0,Страсбур,1,18,пасмурно,3.78,3.78,1.96,2.06,1.85,6.0,7.8,5,3,1,6,4,1,11,10,11,8,1.1,1.0,1.1,0.8,3,4,5,5,4,2,6,8,9.7,13.6,13.4,9.8,3.4,4.0,4.7,2.3,45.1,49.0,54.9,51.0,4.1,5.0,5.7,4.7,11.7,14.3,13.8,11.3,1.1,1.5,2.1,1.5,1.6,2.1,2.4,1.4,0.2,0.0,0.2,0.2,1,Лига
988,15346080,"Лига 1, 36-й тур, регулярный сезон, 08.05.2022 16:00",2022-05-08 16:00:00,Клермон,2,Монпелье,1,25,солнечно,1.64,4.25,5.15,2.25,1.72,7.0,7.0,1,1,3,3,6,6,9,9,24,19,0.9,0.9,2.4,1.9,1,3,6,4,5,4,5,6,11.7,11.6,11.7,16.1,3.4,4.0,5.2,7.0,50.5,51.0,49.5,49.0,4.7,6.5,4.3,4.4,11.0,10.6,12.9,12.5,1.8,1.3,1.5,1.0,1.7,1.5,1.8,2.1,0.3,0.3,0.4,0.1,3,Лига
989,15346081,"Лига 1, 36-й тур, регулярный сезон, 06.05.2022 22:00",2022-05-06 22:00:00,Лилль,1,Монако,2,19,переменная облачность,3.78,3.9,2.08,2.11,1.89,5.3,5.2,3,7,3,1,4,2,10,18,10,9,1.0,1.8,1.0,0.9,5,3,4,5,5,5,5,5,14.1,12.8,9.5,12.3,3.8,5.0,3.3,3.9,54.8,49.6,45.2,50.4,5.3,6.1,4.1,4.8,13.5,13.4,13.4,9.2,3.2,3.0,0.8,1.2,2.1,2.4,1.7,1.4,0.3,0.0,0.2,0.0,3,Лига
990,15346082,"Лига 1, 36-й тур, регулярный сезон, 08.05.2022 18:05",2022-05-08 18:05:00,Лорьян,0,Марсель,3,17,переменная облачность,3.8,3.74,1.97,2.0,1.9,7.0,2.8,4,6,1,1,5,3,14,16,20,13,1.4,1.6,2.0,1.3,4,4,5,5,6,6,4,4,13.2,11.8,12.7,8.3,5.4,4.7,3.9,3.2,43.8,61.8,56.2,38.2,4.6,5.3,4.3,4.0,13.1,10.1,13.3,15.4,2.1,2.1,0.9,3.3,1.7,1.6,1.6,2.6,0.0,0.1,0.3,0.2,3,Лига
991,15346083,"Лига 1, 36-й тур, регулярный сезон, 08.05.2022 14:00",2022-05-08 14:00:00,Метц,3,Лион,2,20,пасмурно,8.8,6.2,1.31,3.4,1.3,6.9,6.6,1,4,3,4,6,2,8,21,17,13,0.8,2.1,1.7,1.3,2,2,5,7,4,6,6,4,10.0,16.4,16.22,9.7,2.78,5.5,4.67,3.8,47.22,58.6,52.78,41.4,3.89,4.1,7.78,3.8,13.78,11.0,12.44,12.1,1.11,1.9,2.44,1.7,2.56,1.2,1.56,1.8,0.33,0.0,0.0,0.1,5,Лига
992,15346084,"Лига 1, 36-й тур, регулярный сезон, 11.05.2022 22:00",2022-05-11 22:00:00,Нант,2,Ренн,1,21,солнечно,6.2,4.9,1.57,2.41,1.54,4.0,11.0,4,6,3,1,3,3,17,26,14,14,1.7,2.6,1.4,1.4,2,2,6,7,4,7,6,3,12.2,11.9,13.2,9.4,4.1,4.8,4.0,3.4,47.4,59.8,52.6,40.2,6.5,5.9,5.3,4.2,13.0,10.6,11.0,12.8,2.0,1.5,1.2,1.8,2.3,1.6,2.0,2.0,0.1,0.1,0.3,0.0,3,Лига
993,15346085,"Лига 1, 36-й тур, регулярный сезон, 11.05.2022 20:00",2022-05-11 20:00:00,Ницца,4,Сент-Этьен,2,24,солнечно,1.5,4.55,6.55,2.14,1.79,3.9,10.9,4,2,2,3,4,5,7,12,9,23,0.7,1.2,0.9,2.3,4,2,3,7,3,6,7,4,12.6,10.1,11.4,12.1,3.1,3.6,3.7,5.6,51.6,46.6,48.4,53.4,5.0,3.9,5.4,4.1,12.7,13.5,11.5,13.7,0.8,1.0,2.6,2.6,2.0,2.4,1.7,2.3,0.3,0.1,0.1,0.0,6,Лига
994,15346086,"Лига 1, 36-й тур, регулярный сезон, 08.05.2022 21:45",2022-05-08 21:45:00,ПСЖ,2,Труа,2,21,пасмурно,1.16,8.8,15.75,3.7,1.26,8.9,7.3,5,4,2,3,3,3,24,11,14,7,2.4,1.1,1.4,0.7,2,4,6,4,8,2,2,8,13.1,11.0,11.4,9.6,5.9,3.1,4.1,2.6,58.1,42.9,41.9,57.1,4.3,3.9,3.3,5.4,9.7,11.3,11.9,14.3,2.3,1.8,2.6,0.9,2.6,1.7,1.8,2.6,0.1,0.2,0.1,0.4,4,Лига
