,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,Температура,Признак погоды,поб1,X,поб2,ТМ 2.5,ТБ 2.5,Отдых: дни (часы) 1,Отдых: дни (часы) 2,Победы 1,Победы 2,Ничьи 1,Ничьи 2,Поражения 1,Поражения 2,Забито голов 1,Забито голов 2,Пропущено голов 1,Пропущено голов 2,Забито голов за игру 1,Забито голов за игру 2,Пропущено голов за игру 1,Пропущено голов за игру 2,Сухие матчи 1,Сухие матчи 2,обе забьют 1,обе забьют 2,Тотал больше 2.5 1,Тотал больше 2.5 2,Тотал меньше 2.5 1,Тотал меньше 2.5 2,Удары 1,Удары 2,Удары  (соперник) 1,Удары  (соперник) 2,Удары в створ 1,Удары в створ 2,Удары в створ  (соперник) 1,Удары в створ  (соперник) 2,Владение 1,Владение 2,Владение  (соперник) 1,Владение  (соперник) 2,Угловые 1,Угловые 2,Угловые  (соперник) 1,Угловые  (соперник) 2,Нарушения 1,Нарушения 2,Нарушения  (соперник) 1,Нарушения  (соперник) 2,Офсайды 1,Офсайды 2,Офсайды  (соперник) 1,Офсайды  (соперник) 2,Желтые карточки 1,Желтые карточки 2,Желтые карточки  (соперник) 1,Желтые карточки  (соперник) 2,Красные карточки 1,Красные карточки 2,Красные карточки  (соперник) 1,Красные карточки  (соперник) 2,тотал,country
0,1736825,"Бундеслига, 1-й тур, регулярный сезон, 05.08.2022 21:35",2022-08-05 21:35:00,Айнтрахт Франкфурт,1,Бавария,6,29,солнечно,6.5,5.4,1.51,2.92,1.36,3.9,6.0,6,5,3,3,1,2,18,24,7,15,1.8,2.4,0.7,1.5,5,2,4,7,4,7,6,3,12.75,16.0,9.5,12.0,5.25,6.0,4.13,3.6,50.0,62.9,50.0,37.1,5.25,5.4,3.25,4.1,10.43,10.7,6.29,11.4,1.67,2.8,2.0,2.5,0.88,1.9,1.0,1.5,0.0,0.1,0.25,0.0,7,"Бундеслига,"
1,1736826,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 19:30",2022-08-06 19:30:00,Боруссия Дортмунд,1,Байер,0,27,солнечно,2.13,4.1,3.45,2.73,1.41,7.0,7.0,6,6,1,1,3,3,23,23,13,12,2.3,2.3,1.3,1.2,3,2,6,6,7,6,3,4,12.75,11.0,6.25,8.22,6.38,5.11,2.63,2.89,56.0,51.5,44.0,48.5,6.57,5.44,2.29,4.67,9.63,12.57,12.5,10.86,2.63,1.83,1.63,1.0,0.75,0.89,1.25,1.0,0.0,0.0,0.0,0.0,1,"Бундеслига,"
2,1736827,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",2022-08-06 16:30:00,Унион Берлин,3,Герта,1,28,солнечно,1.87,3.72,4.3,1.92,1.94,4.8,5.8,8,5,1,1,1,4,23,23,11,12,2.3,2.3,1.1,1.2,2,4,7,5,7,5,3,5,9.4,11.25,6.4,6.5,5.6,6.5,2.4,4.25,45.67,50.0,54.33,50.0,4.8,5.25,2.6,5.75,12.0,12.25,15.8,16.5,1.0,6.0,0.67,2.0,1.2,1.75,0.8,0.75,0.0,0.25,0.0,0.0,4,"Бундеслига,"
3,1736828,"Бундеслига, 1-й тур, регулярный сезон, 07.08.2022 18:30",2022-08-07 18:30:00,Кёльн,3,Шальке,1,30,солнечно,2.08,3.64,3.58,2.05,1.7,8.0,7.1,5,6,1,2,4,2,32,26,10,10,3.2,2.6,1.0,1.0,3,5,6,5,7,7,3,3,13.5,12.8,8.83,6.2,5.83,6.6,4.33,4.4,57.6,54.0,42.4,46.0,8.67,5.6,4.33,4.4,13.2,11.2,16.0,13.0,2.0,1.33,1.4,2.5,2.0,0.4,1.67,0.0,0.0,0.0,0.0,0.0,4,"Бундеслига,"
4,1736829,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",2022-08-06 16:30:00,Боруссия М,3,Хоффенхайм,1,27,солнечно,2.07,3.78,3.48,2.73,1.41,5.9,5.9,5,5,4,2,1,3,34,23,12,19,3.4,2.3,1.2,1.9,1,4,9,6,6,7,4,3,9.71,11.4,10.86,12.8,6.0,5.0,4.86,6.6,53.5,53.8,46.0,46.2,4.29,6.2,6.57,5.6,14.0,11.6,9.5,9.6,1.67,2.4,2.33,2.0,0.29,2.0,0.57,1.4,0.0,0.0,0.0,0.0,4,"Бундеслига,"
5,1736830,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",2022-08-06 16:30:00,Вольфсбург,2,Вердер,2,27,солнечно,2.11,3.55,3.58,2.08,1.8,6.1,4.8,6,6,3,1,1,3,25,23,12,12,2.5,2.3,1.2,1.2,3,3,7,7,6,8,4,2,9.0,5.2,15.2,3.8,4.0,5.2,6.4,3.8,49.25,56.2,50.75,43.8,6.2,4.6,8.0,5.0,9.0,12.4,12.75,11.8,1.33,2.6,2.25,3.4,1.2,0.2,1.8,0.0,0.0,0.0,0.0,0.0,4,"Бундеслига,"
6,1736831,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",2022-08-06 16:30:00,Бохум,1,Майнц,2,27,солнечно,3.34,3.52,2.21,2.0,1.86,7.0,5.8,6,5,2,3,2,2,22,16,14,11,2.2,1.6,1.4,1.1,2,4,7,4,6,6,4,4,4.5,11.5,3.0,8.88,4.0,3.88,1.5,3.25,66.0,48.17,34.0,51.83,3.5,4.5,1.5,3.5,5.0,13.83,12.0,13.67,2.0,2.0,5.0,1.5,1.0,1.25,1.0,1.5,0.0,0.13,0.0,0.0,3,"Бундеслига,"
7,1736832,"Бундеслига, 1-й тур, регулярный сезон, 06.08.2022 16:30",2022-08-06 16:30:00,Аугсбург,0,Фрайбург,4,28,переменная облачность,3.5,3.56,2.13,1.96,1.9,5.9,5.9,4,5,2,2,4,3,21,17,15,14,2.1,1.7,1.5,1.4,3,4,5,6,7,6,3,4,9.5,17.0,10.0,12.0,3.5,4.5,5.25,5.5,47.25,53.5,52.75,46.5,3.75,6.25,4.25,5.25,15.5,14.25,13.5,12.25,1.25,1.5,1.5,1.25,1.75,2.5,2.25,2.75,0.0,0.0,0.0,0.5,4,"Бундеслига,"
8,1736833,"Бундеслига, 1-й тур, регулярный сезон, 07.08.2022 16:30",2022-08-07 16:30:00,Штутгарт,1,РБ Лейпциг,1,29,умеренный или сильный ливневый дождь,3.92,3.74,1.95,2.13,1.76,8.8,7.8,6,4,3,1,1,5,23,16,12,21,2.3,1.6,1.2,2.1,2,2,7,7,6,7,4,3,13.14,9.9,11.0,9.8,6.43,4.9,3.14,4.2,45.5,54.78,54.5,45.22,5.14,4.1,6.43,3.5,10.57,11.78,12.0,11.78,1.33,2.11,1.83,2.11,1.86,1.1,1.86,2.2,0.14,0.2,0.14,0.1,2,"Бундеслига,"
9,1736834,"Бундеслига, 2-й тур, регулярный сезон, 14.08.2022 18:30",2022-08-14 18:30:00,Бавария,2,Вольфсбург,0,28,солнечно,1.16,9.5,15.25,4.55,1.17,8.8,8.0,5,6,3,3,2,1,29,26,16,13,2.9,2.6,1.6,1.3,1,3,8,7,8,7,2,3,17.0,8.6,12.2,10.2,6.6,3.6,3.7,4.8,62.5,52.75,37.5,40.75,5.7,4.8,4.3,5.6,10.8,9.0,10.2,12.75,2.8,1.67,2.6,2.75,1.8,1.2,1.5,1.4,0.1,0.0,0.0,0.0,2,"Бундеслига,"
10,1736835,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",2022-08-13 16:30:00,Байер,1,Аугсбург,2,29,солнечно,1.31,6.05,9.3,2.85,1.38,6.8,7.0,6,4,1,2,3,4,23,20,12,15,2.3,2.0,1.2,1.5,2,3,6,4,6,7,4,3,10.56,8.5,9.22,10.25,5.0,2.75,3.22,5.0,52.67,48.5,47.33,51.5,5.0,3.75,4.89,4.5,11.86,15.25,11.86,13.25,2.33,1.0,1.33,1.25,1.11,1.25,1.11,1.25,0.13,0.0,0.0,0.0,3,"Бундеслига,"
11,1736836,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",2022-08-13 16:30:00,РБ Лейпциг,2,Кёльн,2,30,в отдельных районах умеренный или сильный дождь с грозой,1.48,5.35,7.1,2.56,1.46,6.0,5.9,4,5,2,1,4,4,16,31,20,10,1.6,3.1,2.0,1.0,2,3,7,6,6,7,4,3,12.1,15.5,9.7,7.5,5.7,6.17,4.0,3.83,53.67,61.2,46.33,38.8,4.8,9.0,3.1,3.67,11.33,12.0,12.33,15.2,2.33,1.8,2.22,1.4,1.0,1.33,2.2,1.5,0.2,0.0,0.1,0.17,4,"Бундеслига,"
12,1736837,"Бундеслига, 2-й тур, регулярный сезон, 12.08.2022 21:30",2022-08-12 21:30:00,Фрайбург,1,Боруссия Дортмунд,3,30,солнечно,3.02,3.9,2.41,2.32,1.55,6.2,6.0,6,7,2,1,2,2,20,21,10,9,2.0,2.1,1.0,0.9,5,4,5,5,6,6,4,4,17.25,12.0,11.25,5.75,5.25,5.63,4.75,2.38,50.0,53.88,50.0,46.13,7.25,5.57,5.0,2.29,14.5,9.63,12.0,11.88,2.0,2.5,0.75,2.0,2.25,0.5,2.25,1.38,0.0,0.0,0.5,0.13,4,"Бундеслига,"
13,1736838,"Бундеслига, 2-й тур, регулярный сезон, 14.08.2022 16:30",2022-08-14 16:30:00,Майнц,0,Унион Берлин,0,28,переменная облачность,2.27,3.3,3.42,1.85,2.01,8.0,4.9,6,7,2,2,2,1,18,20,12,10,1.8,2.0,1.2,1.0,3,2,5,7,7,6,3,4,12.0,9.4,10.13,4.0,4.63,5.2,3.25,2.2,46.5,53.0,53.5,47.0,4.5,5.8,3.5,2.2,13.67,14.25,13.5,19.25,1.83,1.5,1.67,1.0,1.63,0.6,1.63,1.0,0.13,0.0,0.0,0.0,0,"Бундеслига,"
14,1736839,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",2022-08-13 16:30:00,Хоффенхайм,3,Бохум,2,29,солнечно,1.58,4.65,5.35,2.53,1.47,7.0,7.0,5,5,1,2,4,3,22,21,20,16,2.2,2.1,2.0,1.6,4,1,6,8,7,7,3,3,9.6,8.33,13.0,6.33,4.4,3.67,6.8,3.0,53.0,63.5,47.0,36.5,5.0,3.33,4.8,2.67,12.2,8.0,11.2,14.0,2.2,1.5,2.0,3.0,2.2,1.33,1.4,1.67,0.2,0.0,0.0,0.0,5,"Бундеслига,"
15,1736840,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",2022-08-13 16:30:00,Герта,1,Айнтрахт Франкфурт,1,28,солнечно,2.91,3.72,2.36,2.19,1.72,7.0,2.7,4,5,1,3,5,2,22,18,15,13,2.2,1.8,1.5,1.3,3,4,6,5,6,5,4,5,9.0,11.75,9.0,10.88,5.5,4.88,5.5,5.13,56.0,46.33,44.0,53.67,5.25,4.88,6.0,2.88,13.25,11.29,20.0,7.43,3.5,2.83,2.0,2.17,1.5,0.63,1.25,0.63,0.0,0.0,0.0,0.0,2,"Бундеслига,"
16,1736841,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 19:30",2022-08-13 19:30:00,Шальке,2,Боруссия М,2,28,солнечно,3.24,3.75,2.17,2.38,1.53,6.0,7.1,5,6,2,3,3,1,24,36,11,12,2.4,3.6,1.1,1.2,5,1,5,9,7,7,3,3,12.0,10.71,11.6,7.29,5.0,6.14,5.8,3.43,45.67,55.0,54.33,45.0,5.0,4.86,5.6,4.86,10.6,16.75,11.4,12.0,1.33,2.33,2.33,1.67,0.6,0.43,0.0,1.14,0.25,0.0,0.0,0.14,4,"Бундеслига,"
17,1736842,"Бундеслига, 2-й тур, регулярный сезон, 13.08.2022 16:30",2022-08-13 16:30:00,Вердер,2,Штутгарт,2,24,солнечно,2.29,3.68,3.06,2.3,1.66,7.0,6.0,5,6,2,3,3,1,21,24,13,13,2.1,2.4,1.3,1.3,3,1,7,8,8,6,2,4,5.8,13.86,5.8,13.57,4.8,6.29,3.8,4.43,55.2,46.33,44.8,53.67,5.2,4.86,4.4,7.0,12.6,10.86,11.6,10.86,2.8,1.5,2.8,1.83,0.6,2.0,0.4,2.0,0.0,0.14,0.0,0.14,4,"Бундеслига,"
18,1736843,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",2022-08-20 16:30:00,Боруссия Дортмунд,2,Вердер,3,27,солнечно,1.45,5.55,7.5,2.69,1.42,7.8,7.0,7,5,1,3,2,2,21,21,9,12,2.1,2.1,0.9,1.2,4,3,5,7,6,8,4,2,13.0,5.6,6.75,7.6,6.0,4.2,2.88,4.2,54.38,53.8,45.63,46.2,5.57,4.6,2.86,5.0,9.63,11.6,12.0,11.0,2.25,2.2,2.13,2.0,0.75,1.4,1.38,0.8,0.0,0.0,0.13,0.0,5,"Бундеслига,"
19,1736844,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",2022-08-20 16:30:00,Байер,0,Хоффенхайм,3,29,солнечно,1.59,4.85,5.0,3.2,1.31,7.0,7.0,5,6,1,1,4,3,20,22,13,18,2.0,2.2,1.3,1.8,2,4,6,6,6,7,4,3,12.0,11.0,8.89,12.8,5.56,5.6,3.22,6.2,54.67,53.2,45.33,46.0,5.44,5.8,4.56,4.0,11.0,12.4,13.57,12.8,2.33,2.0,1.33,2.4,1.22,2.2,1.78,1.8,0.13,0.2,0.0,0.0,3,"Бундеслига,"
20,1736845,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 19:30",2022-08-20 19:30:00,Унион Берлин,2,РБ Лейпциг,1,28,солнечно,3.54,3.58,2.27,2.01,1.98,6.1,7.1,6,3,3,3,1,4,17,17,9,22,1.7,1.7,0.9,2.2,3,1,6,8,5,7,5,3,9.5,12.0,5.0,10.2,4.67,5.8,2.67,4.2,52.67,52.0,47.33,48.0,5.5,4.9,2.5,3.6,14.2,10.89,17.2,13.78,1.0,2.33,1.0,2.33,0.5,1.1,1.0,2.4,0.0,0.3,0.0,0.1,3,"Бундеслига,"
21,1736846,"Бундеслига, 3-й тур, регулярный сезон, 19.08.2022 21:30",2022-08-19 21:30:00,Боруссия М,1,Герта,0,27,солнечно,1.53,4.85,5.7,2.66,1.43,6.0,6.2,6,3,4,2,0,5,37,16,12,16,3.7,1.6,1.2,1.6,1,2,9,7,7,5,3,5,11.86,9.4,7.71,9.4,7.14,5.4,3.57,4.6,60.25,51.67,39.75,48.33,5.57,5.0,4.0,5.8,15.0,12.8,12.0,18.2,2.75,2.67,1.75,2.33,0.71,1.8,1.71,1.2,0.0,0.0,0.14,0.0,1,"Бундеслига,"
22,1736847,"Бундеслига, 3-й тур, регулярный сезон, 21.08.2022 16:30",2022-08-21 16:30:00,Айнтрахт Франкфурт,1,Кёльн,1,29,солнечно,2.1,3.92,3.28,2.42,1.6,8.0,2.8,5,5,3,2,2,3,18,33,13,11,1.8,3.3,1.3,1.1,4,3,5,7,5,8,5,2,10.88,14.0,10.88,5.83,4.5,5.17,4.88,2.67,47.5,58.8,52.5,41.2,4.38,8.5,3.25,2.67,12.0,12.6,8.0,15.0,3.0,2.0,2.33,1.2,0.63,1.83,1.0,2.0,0.0,0.17,0.0,0.33,2,"Бундеслига,"
23,1736848,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",2022-08-20 16:30:00,Вольфсбург,0,Шальке,0,27,солнечно,1.86,4.05,3.98,2.39,1.62,5.9,6.8,5,4,3,3,2,3,25,24,15,12,2.5,2.4,1.5,1.2,2,5,7,5,7,7,3,3,9.0,13.6,15.0,13.4,3.2,4.8,6.2,6.6,50.25,41.67,49.75,58.33,5.2,4.8,7.4,5.0,8.5,9.6,12.75,11.0,1.67,1.67,4.0,2.0,1.0,1.4,2.0,0.4,0.0,0.25,0.0,0.0,0,"Бундеслига,"
24,1736849,"Бундеслига, 3-й тур, регулярный сезон, 21.08.2022 18:30",2022-08-21 18:30:00,Бохум,0,Бавария,7,27,солнечно,13.0,8.1,1.2,4.05,1.21,8.0,7.0,5,6,1,2,4,2,22,30,18,15,2.2,3.0,1.8,1.5,1,2,8,7,8,8,2,2,9.0,17.0,10.75,12.5,4.0,7.0,5.5,3.7,57.33,62.6,42.67,37.4,3.0,5.9,4.0,4.7,8.67,10.4,13.67,10.4,1.67,2.9,2.67,2.7,1.25,1.9,1.5,1.4,0.0,0.1,0.0,0.0,7,"Бундеслига,"
25,1736850,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",2022-08-20 16:30:00,Аугсбург,1,Майнц,2,28,переменная облачность,3.74,3.76,1.99,2.06,1.81,7.0,6.0,5,6,2,3,3,1,22,18,12,7,2.2,1.8,1.2,0.7,3,4,5,5,7,6,3,4,8.5,12.63,12.75,9.5,3.5,4.88,5.5,2.63,49.0,47.67,51.0,52.33,4.25,4.63,5.0,3.75,15.25,13.5,13.0,14.17,1.5,1.83,1.75,1.5,2.25,1.5,1.25,1.63,0.0,0.0,0.0,0.0,3,"Бундеслига,"
26,1736851,"Бундеслига, 3-й тур, регулярный сезон, 20.08.2022 16:30",2022-08-20 16:30:00,Штутгарт,0,Фрайбург,1,29,умеренный или сильный ливневый дождь,2.66,3.7,2.57,2.16,1.74,7.0,7.8,6,6,4,2,0,2,26,20,13,11,2.6,2.0,1.3,1.1,1,5,9,5,7,6,3,4,14.14,18.0,13.29,12.5,6.57,6.5,4.57,5.25,44.5,49.25,55.5,50.75,4.71,7.25,6.71,4.0,11.14,15.5,10.29,13.0,1.5,2.75,1.33,1.0,2.14,1.75,2.43,2.5,0.14,0.0,0.14,0.5,1,"Бундеслига,"
27,1736852,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 19:30",2022-08-27 19:30:00,Бавария,1,Боруссия М,1,28,солнечно,1.21,9.6,14.0,4.75,1.13,6.0,7.9,6,6,2,4,2,0,34,33,15,11,3.4,3.3,1.5,1.1,2,2,7,8,8,6,2,4,16.8,10.71,13.0,8.86,7.3,6.71,4.1,4.0,62.0,62.75,38.0,37.25,6.0,5.43,4.7,4.43,9.9,14.8,10.3,11.8,3.4,2.75,2.8,3.0,1.7,0.71,1.4,1.71,0.1,0.0,0.0,0.29,2,"Бундеслига,"
28,1736853,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",2022-08-27 16:30:00,РБ Лейпциг,2,Вольфсбург,0,30,в отдельных районах умеренный или сильный дождь с грозой,1.6,4.5,5.3,2.36,1.53,6.8,7.0,3,5,3,3,4,2,17,23,21,13,1.7,2.3,2.1,1.3,1,3,8,6,7,6,3,4,12.6,10.2,10.2,11.4,5.3,4.0,4.0,4.6,53.78,58.5,46.22,41.5,5.4,7.2,3.4,5.8,9.56,10.5,14.11,12.75,2.33,1.67,2.89,5.5,1.0,1.0,2.2,2.2,0.3,0.0,0.0,0.0,2,"Бундеслига,"
29,1736854,"Бундеслига, 4-й тур, регулярный сезон, 26.08.2022 21:30",2022-08-26 21:30:00,Фрайбург,1,Бохум,0,30,солнечно,1.52,4.65,6.15,2.32,1.65,6.2,5.1,7,4,2,1,1,5,20,19,10,24,2.0,1.9,1.0,2.4,6,1,4,7,6,8,4,2,15.25,9.8,13.75,13.0,6.0,4.6,4.5,6.8,47.75,52.75,52.25,47.25,5.75,3.4,3.75,4.2,14.0,9.0,11.5,11.75,2.25,2.0,0.75,3.25,1.5,1.2,3.0,1.2,0.0,0.0,0.0,0.0,1,"Бундеслига,"
30,1736855,"Бундеслига, 4-й тур, регулярный сезон, 28.08.2022 16:30",2022-08-28 16:30:00,Кёльн,0,Штутгарт,0,30,солнечно,2.38,3.66,2.93,2.08,1.8,2.8,4.0,4,7,3,2,3,1,21,26,11,11,2.1,2.6,1.1,1.1,3,2,7,7,7,7,3,3,13.22,12.71,7.78,10.86,4.89,6.43,3.67,4.57,56.75,48.0,43.25,46.0,8.67,4.86,3.44,5.14,11.63,11.5,13.88,11.33,2.13,1.0,1.38,1.6,2.22,1.86,1.78,1.71,0.11,0.14,0.22,0.0,0,"Бундеслига,"
31,1736856,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",2022-08-27 16:30:00,Майнц,0,Байер,3,28,переменная облачность,2.73,3.8,2.46,2.26,1.58,7.0,7.0,6,4,3,1,1,5,17,18,7,16,1.7,1.8,0.7,1.6,4,1,5,6,6,7,4,3,11.38,12.33,9.75,9.0,4.88,5.56,2.75,3.33,49.5,54.17,50.5,45.83,4.13,5.33,3.13,4.22,14.83,12.43,14.5,15.0,2.33,1.83,1.67,1.5,1.75,1.33,1.38,2.22,0.0,0.13,0.0,0.0,3,"Бундеслига,"
32,1736857,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",2022-08-27 16:30:00,Хоффенхайм,1,Аугсбург,0,29,солнечно,1.42,5.35,6.9,2.85,1.38,7.0,7.0,7,4,1,2,2,4,23,21,14,13,2.3,2.1,1.4,1.3,5,3,5,5,7,7,3,3,10.6,8.0,13.2,14.75,5.6,3.25,5.8,6.5,53.0,50.25,47.0,49.75,4.8,4.25,3.4,4.5,13.2,13.25,13.0,12.75,1.8,1.5,2.0,2.75,2.8,2.25,1.8,1.0,0.2,0.0,0.0,0.0,1,"Бундеслига,"
33,1736858,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",2022-08-27 16:30:00,Герта,0,Боруссия Дортмунд,1,28,солнечно,4.45,4.55,1.79,2.61,1.44,7.8,7.0,2,6,2,1,6,3,15,21,17,11,1.5,2.1,1.7,1.1,1,4,7,5,5,6,5,4,10.83,12.5,9.67,8.0,5.33,6.0,4.83,3.63,49.0,52.0,51.0,48.0,5.0,5.57,5.67,3.43,12.5,10.0,16.33,11.13,3.25,3.0,2.25,2.25,1.83,1.25,1.17,1.25,0.17,0.0,0.0,0.13,1,"Бундеслига,"
34,1736859,"Бундеслига, 4-й тур, регулярный сезон, 27.08.2022 16:30",2022-08-27 16:30:00,Шальке,1,Унион Берлин,6,28,солнечно,3.15,3.54,2.3,1.89,1.97,7.0,6.8,3,6,4,3,3,1,17,15,12,9,1.7,1.5,1.2,0.9,5,3,5,6,6,5,4,5,12.83,9.43,13.83,6.57,4.33,4.57,6.5,2.57,38.75,47.75,61.25,52.25,4.67,4.86,6.17,4.0,9.67,14.17,11.33,15.67,3.25,2.0,2.0,1.5,1.67,0.71,0.5,1.0,0.2,0.0,0.0,0.0,7,"Бундеслига,"
35,1736860,"Бундеслига, 4-й тур, регулярный сезон, 28.08.2022 18:30",2022-08-28 18:30:00,Вердер,3,Айнтрахт Франкфурт,4,24,солнечно,2.38,3.54,3.02,2.29,1.67,8.0,7.0,5,5,3,3,2,2,21,17,14,12,2.1,1.7,1.4,1.2,2,4,8,5,8,4,2,6,7.4,10.5,8.0,10.0,4.6,4.38,4.2,4.63,50.8,48.67,49.2,51.33,3.6,4.63,4.4,3.75,10.6,12.57,12.0,8.57,2.2,3.33,3.0,2.67,1.6,0.63,1.6,0.88,0.0,0.0,0.0,0.0,7,"Бундеслига,"
36,1736861,"Бундеслига, 5-й тур, регулярный сезон, 02.09.2022 21:30",2022-09-02 21:30:00,Боруссия Дортмунд,1,Хоффенхайм,0,27,солнечно,1.83,4.25,3.94,2.56,1.46,6.2,6.2,6,8,1,1,3,1,19,23,10,9,1.9,2.3,1.0,0.9,5,6,4,4,5,6,5,4,13.78,13.4,8.44,11.8,6.11,6.4,3.56,4.2,52.78,53.0,47.22,47.0,6.13,5.2,3.75,3.4,9.89,13.6,10.78,13.2,2.67,2.4,2.11,2.0,1.11,2.6,1.22,1.8,0.0,0.2,0.11,0.0,1,"Бундеслига,"
37,1736862,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",2022-09-03 16:30:00,Байер,2,Фрайбург,3,29,солнечно,1.85,3.84,4.25,2.22,1.6,7.0,7.8,4,8,1,1,5,1,17,21,14,10,1.7,2.1,1.4,1.0,2,6,5,4,7,6,3,4,11.44,17.0,9.56,13.83,5.22,6.33,3.11,4.17,52.33,47.5,47.67,50.83,5.0,5.67,3.89,4.83,12.71,13.83,14.43,11.83,2.17,1.5,1.17,0.5,2.0,1.83,2.22,2.83,0.38,0.0,0.0,0.0,5,"Бундеслига,"
38,1736863,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",2022-09-03 16:30:00,Унион Берлин,1,Бавария,1,28,солнечно,8.0,5.75,1.42,2.66,1.43,7.0,2.7,7,6,3,3,0,1,21,36,9,12,2.1,3.6,0.9,1.2,3,3,7,6,6,7,4,3,9.75,20.4,7.25,10.5,4.88,10.4,2.75,3.5,47.0,63.6,53.0,36.4,4.5,6.7,4.5,4.1,13.71,9.8,14.71,9.6,2.0,3.8,1.2,2.8,0.63,1.7,1.0,1.5,0.0,0.1,0.0,0.0,2,"Бундеслига,"
39,1736864,"Бундеслига, 5-й тур, регулярный сезон, 04.09.2022 18:30",2022-09-04 18:30:00,Боруссия М,0,Майнц,1,27,солнечно,2.35,3.72,2.93,2.16,1.74,7.9,8.0,5,5,5,3,0,2,30,15,10,9,3.0,1.5,1.0,0.9,2,4,8,4,5,6,5,4,10.0,11.88,12.13,9.38,6.25,4.5,6.0,3.25,57.6,49.33,42.4,50.67,4.88,3.5,5.63,3.25,13.5,13.5,12.17,13.33,2.2,2.33,3.8,2.0,0.88,1.75,2.0,1.75,0.0,0.0,0.25,0.25,1,"Бундеслига,"
40,1736865,"Кубок Германии, финал, 03.06.2023 21:00",2023-06-03 21:00:00,РБ Лейпциг,2,Айнтрахт Франкфурт,0,28,солнечно,2.02,3.6,4.0,1.87,1.9,7.1,7.1,9,4,0,3,1,3,22,16,9,17,2.2,1.6,0.9,1.7,4,2,5,7,5,7,5,3,17.3,11.7,9.4,10.7,7.2,4.2,2.7,4.9,54.7,53.3,45.3,46.7,4.7,5.6,3.1,4.1,11.1,11.8,11.8,11.4,2.6,1.1,1.3,2.1,2.4,2.8,2.8,2.3,0.2,0.0,0.0,0.2,2,Кубок
41,1736866,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",2022-09-03 16:30:00,Вольфсбург,2,Кёльн,4,27,солнечно,2.2,3.55,3.34,2.08,1.8,7.0,6.0,5,4,3,3,2,3,22,20,12,10,2.2,2.0,1.2,1.0,3,4,5,6,5,7,5,3,10.0,12.67,12.17,6.89,4.0,4.89,5.0,2.89,58.2,56.13,41.8,43.88,6.67,8.22,6.17,3.44,11.4,12.13,14.2,13.5,1.5,1.88,4.4,1.25,1.33,2.0,2.33,1.89,0.0,0.11,0.0,0.33,6,"Бундеслига,"
42,1736867,"Бундеслига, 5-й тур, регулярный сезон, 03.09.2022 16:30",2022-09-03 16:30:00,Бохум,0,Вердер,2,27,солнечно,3.05,3.8,2.25,2.29,1.67,7.8,5.9,4,4,0,3,6,3,18,22,24,18,1.8,2.2,2.4,1.8,1,1,6,9,8,9,2,1,10.67,8.8,15.5,9.4,4.67,4.8,7.67,4.6,52.4,52.6,47.6,47.4,3.67,3.6,3.83,4.8,9.8,11.2,12.4,12.4,1.6,2.6,2.6,3.4,1.33,1.8,1.33,2.2,0.0,0.0,0.0,0.0,2,"Бундеслига,"
43,1736868,"Бундеслига, 5-й тур, регулярный сезон, 04.09.2022 16:30",2022-09-04 16:30:00,Аугсбург,0,Герта,2,28,переменная облачность,2.6,3.4,2.81,2.1,1.78,8.0,8.0,3,1,2,2,5,7,16,10,14,17,1.6,1.0,1.4,1.7,2,1,5,6,6,4,4,6,8.8,11.0,16.6,11.71,2.8,5.0,6.4,5.14,50.0,47.4,50.0,52.6,4.6,5.14,4.4,6.29,12.4,11.86,13.0,15.29,1.6,2.8,2.8,1.8,2.0,1.71,1.0,1.0,0.0,0.14,0.0,0.0,2,"Бундеслига,"
